darija,eng,darija_ar
yalla8 nmchiw lb7er,Let's go to the beach,يالّاه نمشيو لبحر
khda chi kokiyyajat,He picked up some shells,خدا شي كوكييّاجات
kay3jbni njme3 lkokiyyaj,I love collecting shells,كايعجبني نجمع لكوكييّاج
tchemmecht f lb7er,I tanned myself at the beach,تشمّشت ف لبحر
rRemla kant biDa,The sand was white,الرملا كانت بيضا
ssimana li dazet,Last week,السيمانا لي دازت
ssimana li fatet,Last week,السيمانا لي فاتت
3ndi mti7an ghdda,I have exam tomorrow,عندي متيحان غدّا
ch8er li daz,Last month,شهر لي داز
ch8er li fat,Last month,شهر لي فات
kherj mn lkhdma,He quit the job,خرج من لخدما
kay9elleb 3la khdma,He is looking for a job,كايقلّب علا خدما
khaSni nmchi lkhedma,I have to go to work,خاصني نمشي لخدما
3yyit mn khdemti,I am tired of my work,عيّيت من خدمتي
mat3eTTelch 3la lkhdma,Don't be late for work,ماتعطّلش علا لخدما
mrekkez m3a khdmtou,He is concentrated with his work,مركّز معا خدمتو
fo9ach saliti lkhdma?,When did you finish the work?,فوقاش ساليتي لخدما?
imta saliti lkhdma?,When did you finish the work?,إمتا ساليتي لخدما?
ana m7taj lkhdma,I need a job,أنا محتاج لخدما
bghit nkoun ppiloT,I want to be a pilot,بغيت نكون الپيلوط
8iyya Taliba jami3iyya,She's a university student,هييّا طاليبا جاميعييّا
8ada lmouSwwir dyali,This is my cameraman,هادا لموصوّير ديالي
khaSna n3eyyTo lplombi,We had to call a plumber,خاصنا نعيّطو لپلومبي
bach yserre7 l9wades,To unblock the drains,باش يسرّح لقوادس
8owwa Tbbakh wa3er,He is a good chef,هووّا طبّاخ واعر
khti 3ariDat 2azya2,My sister is a model,ختي عاريضات أزياء
kheddmat mo799i9 khaS,She hired a private detective,خدّمات موحقّيق خاص
8owwa tkherrej mou8ndis,He graduated as an engineer,هووّا تخرّج موهنديس
khddem jardinyi jdid,He employs a new gardener,خدّم جاردينيي جديد
lflla7 semmem TTobbat,The farmer poisoned the rats,لفلّاح سمّم الطوبّات
bghitek tkouni mrati,I want you to be my wife,بغيتك تكوني مراتي
bghitek tkoun rajli,I want you to be my husband,بغيتك تكون راجلي
kanbghi nkhrej ntsara,I love to hang out,كانبغي نخرج نتسارا
matskhkhench zzit bzzaf,Don't overheat the oil,ماتسخّنش الزيت بزّاف
kat3jbni lmakla l7louwwa,I like sweet food,كاتعجبني لماكلا لحلووّا
l7lib wla 7ameD,The milk has turned sour,لحليب ولا حامض
3Ta8a lma male7,He gave her salty water,عطاها لما مالح
bach ykhlliw8a tt9iyya,To make her vomit,باش يخلّيوها التقييّا
wach kaTeyyeb l3cha?,Are you cooking supper?,واش كاطيّب لعشا?
ghadi ntwe77ech Tyabek,I will miss your cooking,غادي نتوحّش طيابك
bentou makat3refch TTeyeb,His daughter is bad at cooking,بنتو ماكاتعرفش الطيب
ana kanTeyyeb daba,I am cooking now,أنا كانطيّب دابا
8owwa mamwellefch yTeyyeb,He isn't used to cooking,هووّا مامولّفش يطيّب
8owwa mwelf yTeyyeb,She is used to cooking,هووّا مولف يطيّب
wach saliti fTorek?,Have you finished your breakfast?,واش ساليتي فطورك?
wach kemmelti fTorek?,Have you finished your breakfast?,واش كمّلتي فطورك?
8owwa 7emmer lkhobz,He toasted bread,هووّا حمّر لخوبز
kay3jbni l fermaj,I like cheese,كايعجبني ل فرماج
l3sel mzyan lik,Honey is good for you,لعسل مزيان ليك
8owwa tghedda flmDraSa,He has lunch at school,هووّا تغدّا فلمضراصا
yalla8 ntgheddaw !,Let's have lunch !,يالّاه نتغدّاو !
wach ntgheddaw mjmou3in?,Can we lunch together?,واش نتغدّاو مجموعين?
3nd8a wje8 zwin ,She had beautiful face,عندها وجه زوين
t9abel m3a l7iT,Face the wall,تقابل معا لحيط
wach jak l3Tech?,Are you thirsty?,واش جاك لعطش?
3ndi ch3er mkrippi,I have curly hair,عندي شعر مكريپّي
3ndo ch3er rTeb,he has straight her,عندو شعر رطب
3ndo ch3er K7el,He has black hair,عندو شعر كحل
3ndo ch3er z3er,he has blonde hair,عندو شعر زعر
3ndo ch3er ch8eb,he has blonde hair,عندو شعر شهب
3ndi ch3er 7mer,I have red hair,عندي شعر حمر
3ndo ch3er 9Sir,he has short hair,عندو شعر قصير
3ndo ch3er Twil,he has long hair,عندو شعر طويل
jm3e3 ch3ero lour ,he tied his hair back,جمعع شعرو لور
7ssen 7sana jdida,He got a new haircut,حسّن حسانا جديدا
jme3 ch3ero chfenja,he did up isr hair in a bun,جمع شعرو شفنجا
kayn3es bch3er mDfour,he sleeps with braided hair,كاينعس بشعر مضفور
3ndo fem kbir,He has a big mouth,عندو فم كبير
3ndi chfran Twal,I have long eyelashes,عندي شفران طوال
3ndi chfar Twal,I have long eyelashes,عندي شفار طوال
3ndo wednin kbar,He has big ears,عندو ودنين كبار
3ndo wje8 Twil,He has a long face,عندو وجه طويل
3ndo nnif wase3,He has broad nose,عندو النيف واسع
3ndo jjeb8a 3riDa,he has a large forehead,عندو الجبها عريضا
3jbatni lkswa dyalek,I like your dress,عجباتني لكسوا ديالك
wa9ila ra8 mriD,Maybe he is sick,واقيلا راه مريض
8ad lkoursi mouri7,This chair is comfortable,هاد لكورسي موريح
kanelbes chchorTat dimaa,I wear shorts all the time,كانلبس الشورطات ديما
yalla8 ntbadlo chchorTat,Let's switch out the shorts,يالّاه نتبادلو الشورطات
sserwal lghoz dyal8o,The pink pants are his,السروال لغوز ديالهو
lbest ssoutyan dyali,I put on my bra,لبست السوتيان ديالي
dar yeddi8 fjibou,He put his hands into his pants pockets,دار يدّيه فجيبو
kan chadd stilo,He was holding a pen,كان شادّ ستيلو
wach yeddik n9iyya,Is your hand clean,واش يدّيك نقييّا
mn ji8a khra,On the other hand,من جيها خرا
8ada bayn serwalou,This must be his pants,هادا باين سروالو
tt9acher makayninch 8na,My socks aren't here,التقاشر ماكاينينش هنا
tt9acher ri7t8oum khanza,The socks smell bad,التقاشر ريحتهوم خانزا
dyalmen 8ad tt9acher?,Whose socks are these?,ديالمن هاد التقاشر?
khessni n7eyyed t9achri,I have to take off my socks,خسّني نحيّد تقاشري
ana malabesch tt9acher,I'm not wearing socks,أنا مالابسش التقاشر
nsit chchal dyali,I forgot my scarf,نسيت الشال ديالي
3jbni chchal dyalek,I like your scarf,عجبني الشال ديالك
kheyyeTT wa7ed chchal,I knitted a scarf,خيّطّ واحد الشال
dak chchal khayeb,That scarf is ugly,داك الشال خايب
kay3jbni nlebes lligat,I like wearing gloves,كايعجبني نلبس الليڭات
kheSSni ligat skhan,I need worm gloves,خصّني ليڭات سخان
7ssit brasi fchichkel,I felt a little awkward,حسّيت براسي فشيشكل
7wayej machi rasmiyyin,Casual wear,حوايج ماشي راسمييّين
7wayej dyal rriyaDa,Sports wear,حوايج ديال الريياضا
ana ghadi lelmeDraSa,I am going to school,أنا غادي للمضراصا
mat7eTTouch fo9 lburou,Don't put it on the desk,ماتحطّوش فوق لبورو
lmoudakkira kat3awen bzzaf,A notebook is so helpful,لموداكّيرا كاتعاون بزّاف
kherjou lmoudakkirat dyalkoum,Take out your notebooks,خرجو لموداكّيرات ديالكوم
8zzit lmi7faDa dyali,I picked up my backpack,هزّيت لميحفاضا ديالي
latrousa dyali kbira,My pencil case is big,لاتروسا ديالي كبيرا
latrousa f loronj,The pencil case is orange,لاتروسا ف لورونج
wach 3ndek lm9eSS,Do you have a pair of scissors?,واش عندك لمقصّ
9TTe3 b lm9eSS,Cut with scissors,قطّع ب لمقصّ
3Tini dak lm9eSS,Hand me those scissors,عطيني داك لمقصّ
8ad lm9eSS mamaDich,These scissiors are not sharp,هاد لمقصّ ماماضيش
lgraffouz dyali makhddamch,My stapler is not working,لڭرافّوز ديالي ماخدّامش
dert llSa9 kaml,I've used uo all the glue,درت اللصاق كامل
tleSS9o m3a be3Diyyat8oum ,They are glued together,تلصّقو معا بعضييّاتهوم
m7tajk f jenbi ,I need you by my side,محتاجك ف جنبي
wach 3endek skotch,Do you have a scotch tape?,واش عندك سكوتش
fatni f lmaT,He surpased me in maths,فاتني ف لماط
jab no9Ta mzyana,He got a good grade,جاب نوقطا مزيانا
lmaT khtiSaS dyali,Math is my specialty,لماط ختيصاص ديالي
maraje3tch lmaT ni8a2iyyan,I didn't study math at all,ماراجعتش لماط نيهاإيّان
bghit nkoun 2oustad,I want to be a professor,بغيت نكون أوستاد
ttarikh kay3awed raSo,History repeats itself,التاريخ كايعاود راصو
3ndo m3a ttarikh,He is good at history,عندو معا التاريخ
8ad lla7Da tarikhiya,This moment is history,هاد اللاحضا تاريخييا
ana m8tam bttarikh ,I'm interested in history,أنا مهتام بتّاريخ
kheSSni nraje3 ljoghrafiyya,I've got to revise my greography,خصّني نراجع لجوغرافييّا
ana kant3ellem chchinwiyya,I am learning chinese,أنا كانتعلّم الشينوييّا
ana kant3ellem lyabaniyya,I am learning japanese,أنا كانتعلّم ليابانييّا
ana kant3ellem lfronSi,I am learning frensh,أنا كانتعلّم لفرونصي
ana kant3ellem TTalyaniyya,I am learning italian,أنا كانتعلّم الطاليانييّا
bghit nt3ellem l2almaniyya,I want to learn german,بغيت نتعلّم لألمانييّا
bghit nt3ellem ddarija,I want to lean darija,بغيت نتعلّم الداريجا
3jbatni lle8ja dyalek,I like your accent,عجباتني اللهجا ديالك
bghit nt3ellem lrrousiyya,I want to learn russian,بغيت نتعلّم لرّوسييّا
kat3jbni llogha lkouriyya,I like korean language,كاتعجبني اللوغا لكورييّا
llogha l8indiyya S3iba,Indian language is difficult,اللوغا لهيندييّا صعيبا
llogha l2isppaniyya zwina,Spanish language is beautiful,اللوغا لإسپّانييّا زوينا
l3arbiyya loughat l9or2an,Arabic is coran's language,لعاربييّا لوغات لقورأن
bdit kant3ellem lbortoghaliyya,I started learning portuguese,بديت كانتعلّم لبورتوغالييّا
kay3jbni nt3ellem lloughat,I enjoy learning languages,كايعجبني نتعلّم اللوغات
lbondou9iyya madinat l3ochcha9,Venice city of lovers,لبوندوقييّا مادينات لعوشّاق
kan3ich f ssa3oudiya,I live in Saudi Arabia,كانعيش ف الساعودييا
kan3ich f loubnan,I live in Lebanon,كانعيش ف لوبنان
kan3ich f 9aTar,I live in Qatar,كانعيش ف قاطار
kan3ich f miSer,I live in Egypt,كانعيش ف ميصر
kan3ich f sppanya,I live in Spain,كانعيش ف سپّانيا
kan3ich f TTalyan,I live in Italy,كانعيش ف الطاليان
kat3jbni l brazil,I like Braziil,كاتعجبني ل برازيل
kent f 2asya,I have been to Asia,كنت ف أسيا
t7ewwel l 2oroppa,He moved to Europe,تحوّل ل أروپّا
2oroppa f 2azma,Europe is in crisis,أروپّا ف أزما
2oroppa machi blad ,Europe is not a country,أروپّا ماشي بلاد
2oroppa machi dawla,Europe is not a country,أروپّا ماشي داولا
mchit l bariz,I visited Paris,مشيت ل باريز
9rib ghadi yrje3,He will return soon,قريب غادي يرجع
tla9ina f swisra,We met in Switzerland,تلاقينا ف سويسرا
mchat l roma,She visited Rome,مشات ل روما
2ifri9ya 9arra kbira,Africa is a big continent,إفريقيا قارّا كبيرا
2ifri9ya 8iyya lwaTan,Africa is home,إفريقيا هييّا لواطان
8owwa mn 2ifri9ya,He is from Africa,هووّا من إفريقيا
kanou f 2ifri9ya,They were in Africa,كانو ف إفريقيا
2ifri9ya 8iyya lmoust9bal,Africa is the furtur,إفريقيا هييّا لموستقبال
ma3ndich 7tta diyyana,I have no religion,ماعنديش حتّا دييّانا
kan2amen b lla8 ,I believe in God,كانأمن ب اللاه
ana 2insan moutadayyin,I'm a religious person,أنا إنسان موتادايّين
ddit8oum l jjame3,I took them to the mosque,الديتهوم ل الجامع
8ada jame3 9dim,This is an ancient mosque,هادا جامع قديم
tta9wim l 2islami,Islamic calendar,التاقويم ل إسلامي
kheSSna manb9awch ntla9aw,We should stop seeing each other,خصّنا مانبقاوش نتلاقاو
blama tkebber lmodo3,Don't meke a scene,بلاما تكبّر لمودوع
nta makayench b7alek,You are one of a kind,نتا ماكاينش بحالك
nta mamennekch jouj,You are second to none,نتا مامنّكش جوج
ma3ndich lgana l...,I am not in the mood...,ماعنديش لڭانا ل...
machi 7al b7al,not the same,ماشي حال بحال
ddi8a fSo9 raSek,Mind your own business,الديها فصوق راصك
kan7es braSi msekhsekh,I feel exhausted,كانحس براصي مسخسخ
kan7es braSi 3yyan,I feel drained,كانحس براصي عيّان
wa ghbour 8ada,Long time no see,وا غبور هادا
macheftekch moudda 8adi,I haven't seen you in ages,ماشفتكش مودّا هادي
tjawezti l7oudoud dyalek,You're out of line,تجاوزتي لحودود ديالك
kay3jebni ll7em mbekhkher,I like steamed beef,كايعجبني اللحم مبخّر
wakha t3awed 3afak?,"Can you repeat that, please?",واخا تعاود عافاك?
lmout dyal SSe8d,It's the dead of summer,لموت ديال الصهد
malek katchouf fiyya?,Why are you staring at me?,مالك كاتشوف فييّا?
malek kat7enzez fiyya?,Why are you staring at me?,مالك كاتحنزز فييّا?
baraka matchouf fiyya,Stop looking at me,باراكا ماتشوف فييّا
bayna kaD7ek m3aya?,You got to be kidding me?,باينا كاضحك معايا?
wach kaD7ek 3liyya?,Are you mocking me?,واش كاضحك علييّا?
ma3mer lwe9t mayfout,It's never too late,ماعمر لوقت مايفوت
baraka matloum raSek,Stop blaming yourself,باراكا ماتلوم راصك
kay3jebni l ppistach,I like pistachios,كايعجبني ل الپيستاش
lkelb jre7 wedni8,The dog scratched its ear,لكلب جرح ودنيه
t7re9 7er9a khayba,He was badly burned,تحرق حرقا خايبا
kifach 7re9ti yeddik?,How did you burn your hand?,كيفاش حرقتي يدّيك?
blama tsebb8a fiyya,Don't pin this on me,بلاما تسبّها فييّا
blama tchouf fiyya,Don't look at me,بلاما تشوف فييّا
wa9ila ghadi n3TeS,I think I may sneeze,واقيلا غادي نعطص
li w9e3 w9e3,What's gone is gone,لي وقع وقع
baraka men nnamima,Stop gossiping,باراكا من الناميما
3ziz 3li8 nnamima,He really likes gossiping,عزيز عليه الناميما
nnifa9 dyalo kaymerredni,His hypocrisy makes me sick,النيفاق ديالو كايمرّدني
kankre8 l garrou,I hate smocking,كانكره ل ڭارّو
kan kay9emmer bzzaf,He's been gambling heavely,كان كايقمّر بزّاف
ghadi n7ebes l9mer,I'll stop gambling,غادي نحبس لقمر
3ziz 3li8 y9emmer,He loves gambling,عزيز عليه يقمّر
kan ghir kay9emmer,He was just gambling,كان غير كايقمّر
wach bSSe7 kat9emmer?,Are you really gambling?,واش بصّح كاتقمّر?
mab9itch kan9emmer mazal,I'm not gambling anymore,مابقيتش كانقمّر مازال
chftek katjesses 3li8,I saw you spying on him,شفتك كاتجسّس عليه
3lamen kenti katjesses?,Who were you spying on?,علامن كنتي كاتجسّس?
nta kitab meftou7,You are an open book,نتا كيتاب مفتوح
3endi chlla mandir,I have a lot on my plate,عندي شلّا ماندير
dir8a kimma bghiti,Do it your way,ديرها كيمّا بغيتي
dir lli bghiti,Do whatever you want,دير اللي بغيتي
dir li 3jbek,Whatever floats your boat,دير لي عجبك
lli ban lik,Suit yourself,اللي بان ليك
yyih 3ndek SSe7,Fair enough,الييه عندك الصح
mdegh makeltek mzyan,Chew your food well,مدغ ماكلتك مزيان
s3ib 3liyya nmdegh,It's hard for me to chew,سعيب علييّا نمدغ
dDara2ib ghadi ytzadou,Taxes will rise,دضاراإب غادي يتزادو
ma9belch b rrechwa,He refused the bribe,ماقبلش ب الرشوا
flous te7t TTebla,Bribe,فلوس تحت الطبلا
rkhef 3la rasek,Take it easy,رخف علا راسك
blama ttbou8el 3liyya,Don't play dumb,بلاما التبوهل علييّا
2ach 8ad lwa9a7a,What a nerve!,أش هاد لواقاحا
ana ghadi f7ali,I'm off,أنا غادي فحالي
t9ada li SSber,I lost my cool,تقادا لي الصبر
8adi 2a9dam kanisa,This the oldest church,هادي أقدام كانيسا
8owwa machi malak,He is not an angel,هووّا ماشي مالاك
nta lmalak dyali,You are my angel,نتا لمالاك ديالي
nta wa7ed chchiTan,You are such a devil,نتا واحد الشيطان
wach 3ndek l2injil?,Do you have a Bible?,واش عندك لإنجيل?
ana machi rasoul,I am not a prophet,أنا ماشي راسول
8owwa mab9ach masi7i,He rejected Christianity,هووّا مابقاش ماسيحي
3id milad sa3id,Happy birthday,عيد ميلاد ساعيد
fo9ach 3id miladek?,When is your birthday?,فوقاش عيد ميلادك?
chokran 3la lkado,Thank you for the gift,شوكران علا لكادو
bghit lkado ytghllef,I want the gift wraped,بغيت لكادو يتغلّف
nsit 3id miladou,I forgot about his birthday,نسيت عيد ميلادو
ana kanSayb 3aSir,I'm making a juice,أنا كانصايب عاصير
8owwa nfekh neffakha,He puffed up the balloon,هووّا نفخ نفّاخا
8owwa TerTe9 neffakha,He popped the ballon,هووّا طرطق نفّاخا
kay3jbouni 2aflam rro3b,I like horror movies,كايعجبوني أفلام الروعب
jib m3ak lgliyya,Bring pop corn with you,جيب معاك لڭلييّا
jib m3ak ddra,Bring pop corn with you,جيب معاك الدرا
kat3jebni l opera,I like opera,كاتعجبني ل أُپرا
kat3jbni lmousi9a lklasikiyya,I like classical music,كاتعجبني لموسيقا لكلاسيكييّا
golliya fach katfekker,A penny for your thought,ڭولّييا فاش كاتفكّر
bgha yke77el8a 3ma8a,Add insult to injury,بغا يكحّلها عماها
7sen lik ma3reftich,Ignorence is bliss,حسن ليك ماعرفتيش
jme3 ldwayer zzman,Saving for rainy days,جمع لدواير الزمان
3Ta lla8 lforaS,There are other fish in the sea,عطا اللاه لفوراص
chnou rra2y dyalek?,What is your opinion?,شنو الراإي ديالك?
lyoum skhoun l7al,It's pretty hot,ليوم سخون لحال
ila 3endna zz8er,If we're lucky,إلا عندنا الزهر
ila kent blaSStek,If I were you,إلا كنت بلاصّتك
koun kent blaSStek,If I were you,كون كنت بلاصّتك
3lach mat7besch daba?,Why don't you stop now?,علاش ماتحبسش دابا?
3afak matt9elle9ch menni,Please don't be mad at me,عافاك ماتّقلّقش منّي
tsenna o chouf,Wait and see,تسنّا أُ شوف
kheSSek ghir tSber,You'll just have to be patient,خصّك غير تصبر
matkounch 9lil SSber,Don't be so impatient,ماتكونش قليل الصبر
ana m3ak daba,I'll be right with you,أنا معاك دابا
koun 3la ya9in,You can be sure,كون علا ياقين
ma3ndich 2adna chekk,H've no doubt at all,ماعنديش أدنا شكّ
machi ni8ayat l3alam,It's not the end of the world,ماشي نيهايات لعالام
chouf ljanib lmouchri9,Look at the bright side,شوف لجانيب لموشريق
nari 3la fDi7a,What a disaster,ناري علا فضيحا
nari 3la rwina,What a disaster,ناري علا روينا
f l2a7lam dyalek,In your dreams!,ف لأحلام ديالك
rak ghadi mzyan,You're coming along well,راك غادي مزيان
rak fTTri9 S7i7,You're on the right line,راك فطّريق صحيح
yalla8 t9der ddir8a,Come on! you can do it,يالّاه تقدر الديرها
tTobis kan m3eTTel,The bus was late,تطوبيس كان معطّل
mal9itch fin npparki,I couldn't find a parcking space,مالقيتش فين نپّاركي
ghadi nemchi nn3es,I'm going to bed,غادي نمشي النعس
ma9aderch n7ell 3ini,I can't keep my eyes open,ماقادرش نحلّ عيني
fin kan 3e9li?,What was I thinking of?,فين كان عقلي?
be33ed mn Tri9i,Get out of my way,بعّد من طريقي
f ra2yi lmoutawaDi3 ,In my humble opinion,ف راإيي لموتاواضيع
we9tmma l9it lforSa,Whenever I get the chance,وقتمّا لقيت لفورصا
makayna 7etta forSa,There is no chance,ماكاينا حتّا فورصا
f lmoust9bal l9arib,In the near future,ف لموستقبال لقاريب
ya8 3la Sodfa!,What a concidence!,ياه علا صودفا!
ana mkta2eb chwiya,I am a bit depressed,أنا مكتاءب شوييا
ch7al mn derri?,how many boys?,شحال من درّي?
ghir m3a ddora,Just round the corner,غير معا الدورا
8ada so2al mou8im,That is an important question,هادا سوأل موهيم
8adi 8iyya l7ayat,This is the life,هادي هييّا لحايات
kanfeDDel nb9a fDDar,I prefer to stay at home,كانفضّل نبقا فضّار
kan39el 3li8 mzyan,I remember him very well,كانعقل عليه مزيان
kantmenna matkounch nsiti,I hope you haven't forgotten,كانتمنّا ماتكونش نسيتي
tSbe7 3la khir,Good night,تصبح علا خير
8adchi masa8elch bezzaf,It's not so easy,هادشي ماساهلش بزّاف
machi mzyan bezzaf,Not too good,ماشي مزيان بزّاف
machi wa3er nit,Not so great,ماشي واعر نيت
8ad l9iSSa fchichkel,That's a fishy story,هاد لقيصّا فشيشكل
katban m9elle9 chwiyya,You look a bit down,كاتبان مقلّق شوييّا
mab9ach f SSTok,It's out of stock,مابقاش ف الصطوك
kifach bghiti tkhelleS,How would you like to pay?,كيفاش بغيتي تخلّص
3jbatni 8ad lfikra,I like this idea,عجباتني هاد لفيكرا
wach n9der n9leb?,Can I turn over?,واش نقدر نقلب?
kifach kheSni n7eTTo?,How shall I put it?,كيفاش خصني نحطّو?
wach mechghoul ghedda?,are you busy tomorrow?,واش مشغول غدّا?
lwi li8 dra3o,Twist his arm,لوي ليه دراعو
t3enni f De8ri,He stabbed me in the back,تعنّي ف ضهري
kheSSna ndirou khouTTa,We need to make a plan,خصّنا نديرو خوطّا
moumkin ykoun 7sen,Could be bettter,مومكين يكون حسن
charaf liya n3awnek,Glad to help,شاراف لييا نعاونك
bda kaymchi l7al,It's getting late,بدا كايمشي لحال
chokran 3la l2ittiSal,Thanks for calling,شوكران علا لإتّيصال
fre7t lik bezzaf,i'm so happy for you,فرحت ليك بزّاف
makanDench ghadi n9der,I don't think I can,ماكانضنش غادي نقدر
ymken mrra khra,Maybe another time,يمكن مرّا خرا
wach bghiti lma?,Do you want some water?,واش بغيتي لما?
wa9ila kheSSna nmchiw,Maybe we should leave,واقيلا خصّنا نمشيو
3ndi mchrou3 dyali,I run my own business,عندي مشروع ديالي
2akhiran walaysa 2a'khiran,Last but not least,أخيران والايسا أ'خيران
khoudou olla khlli8,Take it or leave it,خودو أُلّا خلّيه
kheSSni khatem jdid,I need a new ring,خصّني خاتم جديد
wach kat3ejbek zze3loula?,do you like playing with the swing?,واش كاتعجبك الزعلولا?
3ndi 9llaya 8awa2iyya,I have an air fryer,عندي قلّايا هاواإيّا
kan n8ar S3ib,It was a difficult day,كان نهار صعيب
chnou jabek 8na?,What brings you here?,شنو جابك هنا?
ana f 3oTla,I'm on holiday,أنا ف عوطلا
wach 3ndek facebook?,Do you have a facebook account?,واش عندك فاسبوك?
wach 3ndek instagram,do you have an instagram account,واش عندك إنستاڭرام
kan3ich m3a S7abi ,I live with my friends,كانعيش معا صحابي
nta jdid 8na,You're new here,نتا جديد هنا
8owwa 3aref ljawab,He knows the answer,هووّا عارف لجاواب
3ndek Sowt zwin,You have a nice voice,عندك صووت زوين
3jbatni tte9Ti3a dyalk,I like your haircut,عجباتني التقطيعا ديالك
t9der tchre7 liyya?,Can you explain?,تقدر تشرح لييّا?
wach kay3ejbek ttinis?,Do you like Tennis?,واش كايعجبك التينيس?
makay3jebnich nghsel lmma3en,I don't like washing dishes,ماكايعجبنيش نغسل لمّاعن
makanste7melch 8ad rri7a,I can't stand this smell,ماكانستحملش هاد الريحا
akid ghadi nji,Sure I'll come,أكيد غادي نجي
3ndi ltizam 2akhor,I have another appointment,عندي لتيزام أخور
n9der ngolchi 7aja?,May I say something?,نقدر نڭولشي حاجا?
wach moumkin t3awed?,Is it possible to repeat?,واش مومكين تعاود?
kankhaf nb9a bbou7di,I'm afraid of being alone,كانخاف نبقا البوحدي
kankhaf mn l7nach,I'm scared of snakes,كانخاف من لحناش
kankhaf mn l3ankabout,I'm scared of spiders,كانخاف من لعانكابوت
kankhaf mn rrtila,I'm scared of spiders,كانخاف من الرتيلا
makaynch mnnach tkhaf,There is nothing to be afraid of,ماكاينش منّاش تخاف
chrit nDaDer dchchems,I bought sunglasses,شريت نضاضر دشّمس
khoud lik douch,Take a shower,خود ليك دوش
men be3d 8adchi,After that,من بعد هادشي
lkhoTwa jjayya 8iyya..,The next step is..,لخوطوا الجايّا هييّا..
mnin tkemmel 8adchi..,When you finish that..,منين تكمّل هادشي..
2akhir khouTwa 8iyya..,The last step is..,أخير خوطوا هييّا..
wach msta3edd l8adchchi?,Are you ready for this?,واش مستاعدّ لهادشّي?
makheSSekch tgoul 8adchi,You must not say that,ماخصّكش تڭول هادشي
khelli chcherjem meftou7,Leave the window open,خلّي الشرجم مفتوح
fin jat lboSTa?,Where is the post office?,فين جات لبوصطا?
fin ja SSbiTar?,Where is the hospital?,فين جا الصبيطار?
fin kayn lmaTar?,Where is the airport?,فين كاين لماطار?
2achmen chari3 8ada?,What street is this?,أشمن شاريع هادا?
wach mtebbe3 m3aya?,Are you following me?,واش متبّع معايا?
wach t9der t3awed?,Could you say that again?,واش تقدر تعاود?
khellini nweDDe7 lik,Let me clarify for you,خلّيني نوضّح ليك
ana kantwejje3 bzzaf,I'm in a lot of pain,أنا كانتوجّع بزّاف
mbrouk 3lik tter9iyya,Congratulations on your promotion,مبروك عليك الترقييّا
mbrouk 3lik ttakharrouj,Congratulations on your graduation,مبروك عليك التاخارّوج
kan3awnek 7it kat3jebni,I help you because I like you,كانعاونك حيت كاتعجبني
ana ghliD bzzaf,I'm too fat,أنا غليض بزّاف
ana r9i9 bzzaf,I'm too skiny,أنا رقيق بزّاف
man9derch njri bSor3a,I can't run fast,مانقدرش نجري بصورعا
dert8a 3la 9blek,I did it because of you,درتها علا قبلك
dert8a 3la weddek,I did it because of you,درتها علا ودّك
kherjou8 men lkhedma,He was fired,خرجوه من لخدما
bghit n9eddem raSI,I would like to introduce myself,بغيت نقدّم راصي
ch7al f ssa3a?,What time is it?,شحال ف الساعا?
achmn sa3a ntla9aw,What time can we met?,أشمن ساعا نتلاقاو
8adi Tnachch dllil,It's midnight,هادي طناشّ دلّيل
lmagana dyali 7bsat,My watch is stopped,لماڭانا ديالي حبسات
lwe9t kaydouz deghya,Time goes by so fast,لوقت كايدوز دغيا
3ndek noT9 zwin,You have a good pronounciation,عندك نوطق زوين
bghit nTewwer raSI,I would like to improve myself,بغيت نطوّر راصي
longli dyali 3iyyana,My English is not good,لونڭلي ديالي عييّانا
3afak 8Der bchwiyya,Please speak slowly,عافاك هضر بشوييّا
jaweb f ttilifoun,Answer the phone,جاوب ف التيليفون
cheftek 8ad SSba7,I saw you this morning,شفتك هاد الصباح
yalla8 nle3bo lkarTa,Let's play cards,يالّاه نلعبو لكارطا
chokran 3la l3rada,Thank you for your invitation,شوكران علا لعرادا
8ada loTf mnnek,It's very nice of you,هادا لوطف منّك
golli chno w9e3,Tell me what happen,ڭولّي شنو وقع
bghit nSafer l3alam,I want to travel the world,بغيت نصافر لعالام
lla8 9rib lina,God is close to us,اللاه قريب لينا
wakhkha tterjem liyya?,Can you translate it for me?,واخّا الترجم لييّا?
ma3reftch kifach nste3mlou,I don't know how to use it,ماعرفتش كيفاش نستعملو
ana jay n8ezzek,I'm coming o pick you up,أنا جاي نهزّك
kheSSni nbeddel 7wayji,I need to change my clothes,خصّني نبدّل حوايجي
bghit nmchi f7alli,I want to leave,بغيت نمشي فحالّي
khrej mn lmDraSa,Drop out from school,خرج من لمضراصا
wakhkha nmchi l7emmam?,Can I get to the toilet?,واخّا نمشي لحمّام?
wach n9der nbda?,can I start ?,واش نقدر نبدا?
wach n9der n7bes?,can I stop?,واش نقدر نحبس?
wach n9der nw9ef?,can I stand up?,واش نقدر نوقف?
chkoun lmou3llim dyalk?,Who is your teacher?,شكون لموعلّيم ديالك?
jem3ou l2adawat dyalkoum,Pack your things,جمعو لأداوات ديالكوم
makaynch ttamarin lyoum,There is no homework today,ماكاينش التامارين ليوم
chkoun tgheyyeb lyoum?,Who is absent today?,شكون تغيّب ليوم?
baraka mn l8eDra,Stop talking,باراكا من لهضرا
b Tabi3t l7al,of course,ب طابيعت لحال
