darija,eng,darija_ar
8ad lonsombl mnaseb liyya,This suit is perfect for me,هاد لونسومبل مناسب لييّا
sSfer makayajich m3aya bmarra,Yellow doesn't suit me at all,سصفر ماكاياجيش معايا بمارّا
kan labes onsombl k7el,He was dressed in a black suit,كان لابس أُنسومبل كحل
kayban zwin f8ad lonsombl,She looks handsome in this suit,كايبان زوين فهاد لونسومبل
wa9ila ghadi nlbes onsombl,I guess I'll wear a suit,واقيلا غادي نلبس أُنسومبل
ttichourt ja8 Sghir bzzaf,The T-shirt was too small for him,التيشورت جاه صغير بزّاف
maymkench telbes sserwal l7mer,You can't wear the red pants,مايمكنش تلبس السروال لحمر
khaSni nchri serwal jdid,I need to buy a new pair of pants,خاصني نشري سروال جديد
katban bougouS f8ad ssrwal,You look so handome in these pants,كاتبان بوڭوص فهاد السروال
7ett yeddi8 3la jbe8tou,He put his hand to his forhead,حتّ يدّيه علا جبهتو
mate9derch tSeffe9 byed we7da,You can not clap with one hand,ماتقدرش تصفّق بيد وحدا
dreb yeddi8 m3a Tebla,He slapped his hand on the table,درب يدّيه معا طبلا
8zzat yeddi8a bach tSerf9ou,She lifted her hand to slap him,هزّات يدّيها باش تصرفقو
khdat yeddi8 o baset8a ,She took his hand and kissed it,خدات يدّيه أُ باستها
dewwez yeddi8 3la che3rou,He ran a hand throught his hair,دوّز يدّيه علا شعرو
"3Tini dak lktab, 3afak","Hand me thet book, please","عطيني داك لكتاب, عافاك"
8ad sserwal majach m3aya,The pants don't suit me,هاد السروال ماجاش معايا
katban ghliD f8ad sserwal,You look fat in this pants,كاتبان غليض فهاد السروال
bch7al dayer 8ad sserwal,How much does this pants cost?,بشحال داير هاد السروال
khwit l9e8wa 3la serwali,I spiiled coffe on my pants,خويت لقهوا علا سروالي
kay3ejbo ylbes srawel mzeyrin,he likes to wear tight pants,كايعجبو يلبس سراول مزيرين
9elleb jyab dyal sserwal ,He checked his pants pockets,قلّب جياب ديال السروال
mse7t lwsekh mn serwali,I wiped the dirt off my pants,مسحت لوسخ من سروالي
kanfeDDel t9acher dyal l9Ten,I prefer cotton socks,كانفضّل تقاشر ديال لقطن
makay3jbounich t9acher dyal nnilo,I don't like nylon socks,ماكايعجبونيش تقاشر ديال النيلو
wach n9der ntsellef t9achrek?,Can I borrow your socks?,واش نقدر نتسلّف تقاشرك?
kan labes t9achrou m9loubin,He had his socks inside out,كان لابس تقاشرو مقلوبين
3ndou SemTa dyal jjeld,He has a leather belt,عندو صمطا ديال الجلد
dewwer chchal 3la 3en9o,He wrapped his scarf around his neck,دوّر الشال علا عنقو
kanfeDDel chal dyal l7rir ,I prefer the silk scarft,كانفضّل شال ديال لحرير
wach bghiti chi chal?,Do you want a scarf?,واش بغيتي شي شال?
gheTTi raSek b chchal,Cover you head with a scarf,غطّي راصك ب الشال
gheTTI raSek b dderra,Cover you head with a scarf,غطّي راصك ب الدرّا
gheTTi raSek b zzif,Cover you head with a scarf,غطّي راصك ب الزيف
kay3jbou8 liboT b TTaloun,he loves boots withheels,كايعجبوه ليبوط ب الطالون
man9derch ntmchcha b TTaloun,I can't walk in high heels,مانقدرش نتمشّا ب الطالون
2awwel merra nelbes TTaloun,It's my first time wearing high heels,أوّل مرّا نلبس الطالون
kanelbes lppanTofa f DDar,I wear slippers at home,كانلبس لپّانطوفا ف الضار
kanelbes lkolon f laSal,I wear leggings at the gym,كانلبس لكولون ف لاصال
8ad lma7al ma3ndouch l9ebbiyat,This store do not have hoodies,هاد لماحال ماعندوش لقبّييات
lburou mSnou3 mn lkhcheb,The desk is made of wood,لبورو مصنوع من لخشب
lmkteb mSawweb mn lkhcheb,The desk is made of wood,لمكتب مصاوّب من لخشب
l9at bezTam8a te7t lburou,She found her purse under the desk,لقات بزطامها تحت لبورو
sttef lktouba fo9 lburou,He arranged the books on the desk,ستّف لكتوبا فوق لبورو
retteb lktouba fo9 lburou,He arranged the books on the desk,رتّب لكتوبا فوق لبورو
kheSSni nchri moudakkira jdida,I need to buy a new notebook,خصّني نشري موداكّيرا جديدا
lmi7faDa dyalou katban t9ila,His backpack seemed to be heavy,لميحفاضا ديالو كاتبان تقيلا
chchanTa dyalo katban t9ila,His backpack seemed to be heavy,الشانطا ديالو كاتبان تقيلا
l9alam kayn f latrousa,The pencil is in the pencil case,لقالام كاين ف لاتروسا
fin lm9eSS dyali ?,Where are my scissors?,فين لمقصّ ديالي ?
8ad lm9eSS kay9eTTe3 mzyan,These scissors cut well,هاد لمقصّ كايقطّع مزيان
rSem kheT b lmisTara,Draw a line with ruler,رصم خط ب لميسطارا
matste3melch bzzaf dyal llSa9,Don't use too much glue,ماتستعملش بزّاف ديال اللصاق
9lil fin kanste3mel lmin9ala,I rarely use a protractor,قليل فين كانستعمل لمينقالا
ana D3if f lmath,I am weak at math,أنا ضعيف ف لماته
ana mkeffes f lmaT,I'm horrible at math,أنا مكفّس ف لماط
khoud lmaT ka mital,Take math as an example,خود لماط كا ميتال
wach dewwezti l2imti7an dyalek,Did you pass your exam?,واش دوّزتي لإمتيحان ديالك
ttarikh 2a7sen madda 3ndi,History is my favorite subject,التاريخ أحسن مادّا عندي
8ada ttarikh dyal 7yati,This is the history of my life,هادا التاريخ ديال حياتي
8owwa tkheSSeSS f ttarikh,he majored in history,هووّا تخصّصّ ف التاريخ
kay3jebni ttarikh dyal lmeghrib,I like moroccan history,كايعجبني التاريخ ديال لمغريب
3ziza 3liyya 3ilm l2a7ya2,I like biology,عزيزا علييّا عيلم لأحياء
t3ellemt ttorkiyya mn l2aflam,I learned turkish from movies,تعلّمت التوركييّا من لأفلام
loughat SSoum wa lboukm,The language of deaf and dumb,لوغات الصوم وا لبوكم
bghit nmchi lel meghrib,I want ot visit Morocco,بغيت نمشي لل مغريب
ana mSafer l mirikan,I'm traveling to USA,أنا مصافر ل ميريكان
ana mSafer l briTanya,I'm traveling to England,أنا مصافر ل بريطانيا
ana mSafer l torkya,I'm traveling to Turkey,أنا مصافر ل توركيا
ana mSafer l beljika,I'm traveling to belgium,أنا مصافر ل بلجيكا
jjappon kayna f 2asya,Japan is in Asia,الجاپّون كاينا ف أسيا
l8ind kayna f 2asya,India is in Asia,لهيند كاينا ف أسيا
kent f 2oroppa kamla,I've been all over Europe,كنت ف أروپّا كاملا
2oroppa kant f 7erb,Europe was at war,أروپّا كانت ف حرب
yalla8 rje3t mn 2almanya,I just go back from Germany,يالّاه رجعت من ألمانيا
fin ghatmchi f 2oroppa?,Where are going to Europe?,فين غاتمشي ف أروپّا?
ma3ndnach 8adchi f 2oroppa,We don't have this in Europe,ماعندناش هادشي ف أروپّا
9errert manmchich l 2oroppa,I decided to not go to Europe,قرّرت مانمشيش ل أروپّا
fin ghatSafer 8ad SSif?,Where are you traveling this summer?,فين غاتصافر هاد الصيف?
mo2khkharan Saferna l 2oroppa,We recently travelled to Europe,موءخّاران صافرنا ل أروپّا
kidayra l7ayat f sswid?,What is like living in Sweden?,كيدايرا لحايات ف السويد?
8owwa tzad f 2ifri9ya,He was born in Africa,هووّا تزاد ف إفريقيا
8owwa tweled f 2ifri9ya,He was born in Africa,هووّا تولد ف إفريقيا
ana mn chamal 2ifri9ya,I'm from north Africa,أنا من شامال إفريقيا
baba kayn f 2ifri9ya,My father is in Africa,بابا كاين ف إفريقيا
2ifri9ya 9arra kbira bzzaf,Africa is a large continent,إفريقيا قارّا كبيرا بزّاف
sifTou8 l 2amrika chchamaliya,They sent him to north America,سيفطوه ل أمريكا الشامالييا
8ada l mou7iT l8adi,That is the pacific ocean,هادا ل موحيط لهادي
8adchchi DeD ddin dyali,It's against my religion,هادشّي ضض الدين ديالي
kheSSni nmchi l jjame3,I have to go to the mosque,خصّني نمشي ل الجامع
mchaw l jjame3 ySelliw,They went to the mosque to pray,مشاو ل الجامع يصلّيو
sSyam 8owwa 2a7san dwa,Fasting is the best medecine,سصيام هووّا أحسان دوا
matgouwelnich chi 7aja magoult8ach,Don't twist my words,ماتڭوولنيش شي حاجا ماڭولتهاش
"Lmouchkil machi fik, fiyya","It's not you, it's me","لموشكيل ماشي فيك, فييّا"
blama ddir mouchkil kbir,Don't make a big deal,بلاما الدير موشكيل كبير
chchta khiT mn ssma,It's raining cats and dogs,الشتا خيط من السما
galou ghadi TTi7 chchta,They are calling for rain,ڭالو غادي الطيح الشتا
matkhwich fiyya l2a3Sab dyalk,Don't take it out in me,ماتخويش فييّا لأعصاب ديالك
bllati nzid f SSouT,Let me try to turn the volume up,بلّاتي نزيد ف الصوط
chokran! 3lach kellefti raSek,Thank you! you shoudn't have,شوكران! علاش كلّفتي راصك
8ad ddjaj mazal khDer,This chicken is still raw,هاد الدجاج مازال خضر
blama tb9a DDour fl8eDra,Stop beating around the bush,بلاما تبقا الضور فلهضرا
ana li ghadi nkhelleS,it's my treat,أنا لي غادي نخلّص
3Ti l9ima l raSek,Value yourself,عطي لقيما ل راصك
"Idan, wach n9edrou nkemlou?","So, are we good to go?","إدان, واش نقدرو نكملو?"
kate3jebni l7fra d zzin,I like dimples,كاتعجبني لحفرا د الزين
kent ghir kand7ek m3ak,I am just pulling your leg,كنت غير كاندحك معاك
kent ghir kantfella m3ak,I am just pulling your leg,كنت غير كانتفلّا معاك
mre7ba bik f2ay wa9t,Welcome anytime,مرحبا بيك فأي واقت
machi ana lli dert8a,It's not me who did it,ماشي أنا اللي درتها
ddkhkhan jab li8 l3eTSa,The smoke made him sneeze,الدخّان جاب ليه لعطصا
kantmenna lik n8ar zwin,Wishing you a pleasant day,كانتمنّا ليك نهار زوين
ma9dertch n7eyyed 3ini 3lik,I can't take my eyes off of you,ماقدرتش نحيّد عيني عليك
katbani zwina b7al dima,You look pretty as always,كاتباني زوينا بحال ديما
kheSSek t7bes l ghiba,You should stop backbiting,خصّك تحبس ل غيبا
kan chad fik nnamima,He's been gossiping about you,كان شاد فيك الناميما
khser flousou f l9mer,He lost his money gambling,خسر فلوسو ف لقمر
8owwa moudmin 3la l9mer,He is a gambling addict,هووّا مودمين علا لقمر
3endou mouchkil dyal l9mer,He has a gambling problem,عندو موشكيل ديال لقمر
kheSSek t7bes l 9mer,You need to top gambling,خصّك تحبس ل قمر
wach kenti katjesses 3liya?,Have you been spying on me?,واش كنتي كاتجسّس علييا?
kan m3eSSeb o kayseb,He was pissed of and cursing,كان معصّب أُ كايسب
kan kay3ayer o kayghewwet,He was cursing and shouting,كان كايعاير أُ كايغوّت
lghoror dyalo ma3ndouch 7oudoud,His arogance knew no limits,لغورور ديالو ماعندوش حودود
8ad l2azma ghadi douz,This storm will pass,هاد لأزما غادي دوز
ana waSla fiyya l3Dem,I am tired to the bone,أنا واصلا فييّا لعضم
ana kanTir bel fer7a,I am floating on air,أنا كانطير بل فرحا
khda jeghma dyal atay,He took a sip of tea,خدا جغما ديال أتاي
kay3jebni lmada9 dyal ttouma,I like the taste of garlic,كايعجبني لماداق ديال التوما
kay3jebni ndou9 7wayej jdad,I like to taste new things,كايعجبني ندوق حوايج جداد
8ad ll7em S3ib yttemdegh,This meat is difficult to chew,هاد اللحم صعيب يتّمدغ
8owwa 3eD f tteffa7a,He bit the apple,هووّا عض ف التفّاحا
wach lkelb dyalk kay3eD?,Does your dog bite?,واش لكلب ديالك كايعض?
tlebt kridi mn lbanka,I asked the bank for a loan,تلبت كريدي من لبانكا
khlit li8a Sda9 m8ewwer,I set aside a good dowry for her,خليت ليها صداق مهوّر
mat3emmerch rasek b 8adchi,Don't worry your head about it,ماتعمّرش راسك ب هادشي
kan7es bchi7ja mn ji8tek,I've got feelings for you,كانحس بشيحجا من جيهتك
kaymchi lkanisa n8ar l7ed,He goes to church on sundays,كايمشي لكانيسا نهار لحد
katghenni b7al chi malak,He sings like an angel,كاتغنّي بحال شي مالاك
kayl3eb b7al chi 3frit,He played like a demon,كايلعب بحال شي عفريت
ana kan9ra l9or2an lkarim,I am reading the holy Quran,أنا كانقرا لقورأن لكاريم
sSalib ramz dyal lmasi7iyya,The cross is the symbol of Christianity,سصاليب رامز ديال لماسيحييّا
kan2amen b ga3 rrosol ,I believe in all prophets,كانأمن ب ڭاع الروسول
3bed lla8 kol n8ar,Worship God everyday,عبد اللاه كول نهار
koul8oum kay3ebdou nefs l2ila8,They all worship the same God,كولهوم كايعبدو نفس لإلاه
3endi 2iman b lla8 ,I have faith in God,عندي إمان ب اللاه
bghit nchri li8 kado,I want to buy him a gift,بغيت نشري ليه كادو
8ada kado dyal khoya,It's a gift for my brother,هادا كادو ديال خويا
chrit 8ad lkado lyoum,I bought this gift today,شريت هاد لكادو ليوم
chnou jak f3id miladek?,What did you get in your bithday?,شنو جاك فعيد ميلادك?
8ad l kloun kayDe77ek,This clown looks funny,هاد ل كلون كايضحّك
kay3jbouni l 2aflam lkoumidiyya,I like comedy movies,كايعجبوني ل أفلام لكوميدييّا
kay3jbouni l 2aflam ddramiyya,I Llike drama movies,كايعجبوني ل أفلام الدرامييّا
dreb 3oSfourayn b7ajar wa7ed,Kill two birds with one stone,درب عوصفوراين بحاجار واحد
makayna 7etta 7aja fabor,There is no such a thing as free lunch,ماكاينا حتّا حاجا فابور
maymkench ykoun 3ndek koulchi,You can't have a cake and eat it too,مايمكنش يكون عندك كولشي
l8oudou2 lli kaysbe9 l3aSifa,Calm before the storm,لهودوء اللي كايسبق لعاصيفا
kantmnna ghdda ykoun mchemmech,I hope it's sunny tomorrow,كانتمنّا غدّا يكون مشمّش
ntmnnaw koulchi ymchi mzyan,Let's hope everything goes well,نتمنّاو كولشي يمشي مزيان
ana kan9tare7 t7bes daba,I suggest you stop now,أنا كانقتارح تحبس دابا
3afak 9bel l2i3tiDar dyali ,Please accept my apology,عافاك قبل لإعتيضار ديالي
kantmnna ykoun koulchi mzyan?,i hope everything is okey?,كانتمنّا يكون كولشي مزيان?
ana mchghoul chwiyya daba,I'm a bit tied up,أنا مشغول شوييّا دابا
y9der ykoun 3endek SSe7,You could be right,يقدر يكون عندك الصح
chaf fiyya choufa na9Sa,He gave me a dirty look,شاف فييّا شوفا ناقصا
mchat mn bali tamaman,It completely slipped my mind,مشات من بالي تامامان
dima ghadi tl9ani khddam,You'ill always find me working,ديما غادي تلقاني خدّام
nti bayna ghatkuni mrato,You must be his wife,نتي باينا غاتكوني مراتو
kantmnna koun kenti 8na,I whish you were here,كانتمنّا كون كنتي هنا
ghir mjebbed f lb7er,Just lying on the beach,غير مجبّد ف لبحر
machi dakchchi li twe99e3t,It's not what I expected,ماشي داكشّي لي توقّعت
makayn lach t8ezz l8emm,There is no need to worry,ماكاين لاش تهزّ لهمّ
kayna 3la Terf lsani,It's on the tip of my tongue,كاينا علا طرف لساني
n9der ndir8a b3ini msdoudin,I can do it with my eyes shut,نقدر نديرها بعيني مسدودين
ay wa7ed y9der ydir8a,Anyone can do it,أي واحد يقدر يديرها
8adi 2a7san 7aja cheft8a,It's the best I've ever seen,هادي أحسان حاجا شفتها
8ad l9iSSa fi8a 2inna,That's a fishy story,هاد لقيصّا فيها إنّا
fin n9der nl9a atay?,Where can I find the tea?,فين نقدر نلقا أتاي?
wach bghiti ttiki ?,Would you like a receipt?,واش بغيتي التيكي ?
8adi 2akhir 7aja twe99e3t8a,That is the last thing I expected,هادي أخير حاجا توقّعتها
chnou derti lbare7 bllil?,What did you do last night?,شنو درتي لبارح بلّيل?
wach khrejti lbare7 bllil?,Did you go outside last night?,واش خرجتي لبارح بلّيل?
"l9e8wa, 8iyya lli me7taj",Coffe just what I need,"لقهوا, هييّا اللي محتاج"
8adi 2a9all 7aja ndir8a,It was the least I could do,هادي أقالّ حاجا نديرها
bghitk TTla9a M3a mama,I'd like to meet my mom,بغيتك الطلاقا معا ماما
wach t3errefti 3la khouya?,Have you met my brother?,واش تعرّفتي علا خويا?
mn wij8at nnaDar dyali,From my point of view,من ويجهات الناضار ديالي
ma3mmerni fkkert fi8a bzzaf,I've never given it much thought,ماعمّرني فكّرت فيها بزّاف
kan9tare7 tmchi l TTbib,I recommened going to doctor,كانقتارح تمشي ل الطبيب
ghadi nkoun tmmak flwe9t,I will be there on time,غادي نكون تمّاك فلوقت
b9a 3end lkelma dyalk,Keep your promise,بقا عند لكلما ديالك
ana li kheSSni ntlam,I was the one to blame,أنا لي خصّني نتلام
koun ghir maklitch bzzaf,I only I hadn't eat so much,كون غير ماكليتش بزّاف
koun ghir Segt bchwiyya,If only I had driven carefully,كون غير صڭت بشوييّا
chokran 3la dda3m dyalk,Thank you for your support,شوكران علا الداعم ديالك
2ila makanch 3endek mani3,If you wouldn't mind,إلا ماكانش عندك مانيع
wach t9der tgolliya 3lach?,Can you tell me why?,واش تقدر تڭولّييا علاش?
yalla8 ntla9aw 8ad l3chiyya,Let's meet this evening,يالّاه نتلاقاو هاد لعشييّا
fo9ach n9der n8Der m3ak?,When can I talk to you?,فوقاش نقدر نهضر معاك?
wach machi mouchkil n9aT3ek?,Do you mind if I interrupt you?,واش ماشي موشكيل نقاطعك?
koulna f Sedma kbira,We're all in a complete shock,كولنا ف صدما كبيرا
lkhbar jat b7al SSa3i9a,The news come as a complete shock,لخبار جات بحال الصاعيقا
ya rebbi! wach bSSe7?,My God! really?,يا ربّي! واش بصّح?
wach katkhaf mn l9TouT?,Are you afraid of cats?,واش كاتخاف من لقطوط?
ana khayfa 3la Se77et8a,I'm worried about her health,أنا خايفا علا صحّتها
wach khrej lik l39el?,Are you out of your mind?,واش خرج ليك لعقل?
2a7sen blaSa tbda mn8a,The best place to begin,أحسن بلاصا تبدا منها
ghadi nbda b lmakiyyaj,I would start by doing my make up,غادي نبدا ب لماكييّاج
mnin tkemmel ga3 lmara7il,When you've completed all the step..,منين تكمّل ڭاع لماراحيل
mnin tkemmel ga3 lkhoTowat,When you've completed all the step..,منين تكمّل ڭاع لخوطووات
ma3ndekch l7e99 tgles 8na,You're not allowed to sit here,ماعندكش لحقّ تڭلس هنا
wach t9der twerrini TTri9?,Can you show me the way ?,واش تقدر تورّيني الطريق?
wakhkha twerrini f lkhariTa?,Can you show me on the map?,واخّا تورّيني ف لخاريطا?
chnou 8iyya 2a7sen Tri9?,What's the best way?,شنو هييّا أحسن طريق?
bch7al b3id 3la 8na?,How far is it from here?,بشحال بعيد علا هنا?
wach f8emti chnou kan9Sed?,Do you understand what I mean?,واش فهمتي شنو كانقصد?
wach katf8em 2ach kangoul?,Do you understand what I'm saying?,واش كاتفهم أش كانڭول?
wach kayen chi sou2al?,Any question?,واش كاين شي سوأل?
wach t9der tweDDe7 8adchchi?,Could you clarify that?,واش تقدر توضّح هادشّي?
wach t9der tchre7 8adchchi?,Could you explain that?,واش تقدر تشرح هادشّي?
ghadi yrbe7 f lbernamaj,He will win the show,غادي يربح ف لبرناماج
ghadi nchri tmobil jdida,I will buy a new car,غادي نشري تموبيل جديدا
makre8tch nsme3 rra2y dyalk,I'd like to hear you view,ماكرهتش نسمع الراإي ديالك
chnou l2a3rad lli fik?,What are your symptoms?,شنو لأعراد اللي فيك?
wach kat7ess brasek chwiyya?,Are you feeling any better?,واش كاتحسّ براسك شوييّا?
wach 3ndek chi 7asasiyya?,Do you have any allergies?,واش عندك شي حاساسييّا?
wach 3ndek chi dwa?,Do you have any medicine?,واش عندك شي دوا?
3endi 2ilti8ab f l7el9,I have a sore throat,عندي إلتيهاب ف لحلق
fiyya l7ri9 f De8ri,I have pain in my back,فييّا لحريق ف ضهري
bghit nnje7 f l2imti7an,I want to pass the exam,بغيت النجح ف لإمتيحان
wach n9der n3erref braSi?,May I introduce myelf?,واش نقدر نعرّف براصي?
bghit n3erref b raSI,I would like to introduce myself,بغيت نعرّف ب راصي
8adi l 3chra ppil,It's ten O'clock,هادي ل عشرا الپيل
8adi sstta d SSba7,It's 6 AM,هادي الستّا د الصباح
nchoufek m3a ttmnya dllil,See you at 8 PM,نشوفك معا التمنيا دلّيل
3endna bzzaf dyal lwe9t,We have plenty of time,عندنا بزّاف ديال لوقت
chnou kenti kaddir mo2akhkharan?,What have you been up lately?,شنو كنتي كادّير موأخّاران?
bghit nktachef tta9afa l8indiyya,I want to discover Indian culture,بغيت نكتاشف التاقافا لهيندييّا
makankhaf mn 7tta wa7ed,I don't fear anyone,ماكانخاف من حتّا واحد
kankhaf mn lla8 bbo7do,I fear only God,كانخاف من اللاه البوحدو
ana 8na youmayn 8adi,I've been here for two days,أنا هنا يوماين هادي
lmasa2il dyalk koull8a 8na,your things are all here,لماساإل ديالك كولّها هنا
wach t9der t8Der bjje8d?,Can you speak louder?,واش تقدر تهضر بجّهد?
wach kheSna nktbou 8adchchi?,Do we have to write this down?,واش خصنا نكتبو هادشّي?
wach Sa7bek majaych lyoum?,Isn't your friend coming today?,واش صاحبك ماجايش ليوم?
chnou kayn flghda lyoum?,What's for lunch today?,شنو كاين فلغدا ليوم?
wach jiti 3la rjlik?,Did you come on foot?,واش جيتي علا رجليك?
wach mcha 3lik TTobis?,Did you miss the bus?,واش مشا عليك الطوبيس?
la chokra 3ala wajib,you are welcome,لا شوكرا عالا واجيب
khda b3in l i3tibar,consider,خدا بعين ل إعتيبار
khda b 3in l3tibar,consider,خدا ب عين لعتيبار
Lfya9 bekri bdheb meshri,The early bird gets the worm,لفياق بكري بدهب مسهري
3la 799o o Tri9o,properly,علا حقّو أُ طريقو
bghit atay bla sokar,i want tea with no sugar,بغيت أتاي بلا سوكار
sh7al mn wlad 3andk?,how many children do you have?,سهحال من ولاد عاندك?
shno smit had lwad?,what is this river's name?,سهنو سميت هاد لواد?
jbal hna zwinin bzzaf,the mountains here are pretty,جبال هنا زوينين بزّاف
fin kayn so9 3afak?,where is the souk please?,فين كاين سوق عافاك?
fiya ladyari min lbar7,i have diarrhea since yesterday,فييا لادياري مين لبارح
fin ja sbitar? 3afak,where is the hospital? please,فين جا سبيتار? عافاك
khasni nchof lfrmliy 3afak,"i need to see the nurse, please",خاسني نشوف لفرمليي عافاك
imta tay7al sbitar 3afak?,what time does the clinic open please?,إمتا تايحال سبيتار عافاك?
wash nta bi5ir ?,are you okay?,واسه نتا بيخير ?
kidayr lmantouj had l3am?,how is the harvest this year?,كيداير لمانتوج هاد لعام?
kif dayrin m3a l5edma?,how is the construction going?,كيف دايرين معا لخدما?
sh7al f3mr had lbinaya?,how old is the building?,سهحال فعمر هاد لبينايا?
wash 3aysh fhad lbinaya?,do you live in this building?,واسه عايسه فهاد لبينايا?
sh7al mn byot kaynin?,how many rooms are there?,سهحال من بيوت كاينين?
3afak fin kayn lm3lm?,where is the craftsman please?,عافاك فين كاين لمعلم?
sme7 li 5anmchi n3ess,"excuse me, i want to go to bed",سمح لي خانمشي نعسّ
bghit n5sel yedi bsaboun,i want to wash my hands with soap,بغيت نخسل يدي بسابون
bghit lma s5un 3afak,"i want hot water, please",بغيت لما سخون عافاك
fin ymkn nsebn 7wayji,where can i do laundry?,فين يمكن نسبن حوايجي
wach 3ndk serf dyal?,do you have change for  ?,واش عندك سرف ديال?
bghit ness itru dl7lib,i want ½ a liter of milk,بغيت نسّ إترو دلحليب
ba u mmi mtll9in,my mom and dad are divorced,با و المي متلّقين
3ndi juj 5out twam,i have two twin siblings,عندي جوج خوت توام
ch7al mn 5watat 3ndek?,how many sisters do you have?,شحال من خواتات عندك?
chnou smit bak ?,what's your father's name?,شنو سميت باك ?
ch7al f3mer 5ouk ?,how old is your brother?,شحال فعمر خوك ?
3endi 5oya s5er meni,i have a younger brother,عندي خويا سخر مني
5oya sghir kaymchi lmadrassa,my younger brother goes to school,خويا سغير كايمشي لمادراسّا
wach fhamti chi 7aja?,did you understand something?,واش فهامتي شي حاجا?
bghit n3raf ach kayn?,i want to know what's happening?,بغيت نعراف أش كاين?
ana ghadi nfeker fhadshi,i'm going to think about this,أنا غادي نفكر فهادسهي
shkun 3aref ach kayn?,who knows about what's going on?,سهكون عارف أش كاين?
kifesh kat9der tgoul hadshi?,how can you say this?,كيفسه كاتقدر تڭول هادسهي?
tonobil lli 7amra ghaliya,the car which is red is expensive,تونوبيل اللي حامرا غالييا
"lbar7, chrbt atay blaskkar","yesterday, i drank tea without sugar","لبارح, شربت أتاي بلاسكّار"
ma3merha safrat l l5arij,she has never been abroad,ماعمرها سافرات ل لخاريج
bghiti t3almi thadri lourti?,do you want to learn my language?,بغيتي تعالمي تهادري لورتي?
wach momkin thadri bachwiya?,"can you talk a bit more slowly, please ?",واش مومكين تهادري باشوييا?
3ajbni loun had tabla,i like the colour of this table,عاجبني لون هاد تابلا
ch7al radi tab9a hna?,how long are you staying for?,شحال رادي تابقا هنا?
ghadi namchi ba3ed ghadda,i'll be leaving the day after tomorrow,غادي نامشي باعد غادّا
chmen sa3a ghadi tamchi?,what time are you leaving at?,شمن ساعا غادي تامشي?
wach b3idd mn hna?,is it far from here?,واش بعيدّ من هنا?
momkin ta3etini factoura 3afak?,"can i have a receipt, please?",مومكين تاعتيني فاكتورا عافاك?
bghiti takhroj lyuma flil?,do you want to go out tonight?,بغيتي تاخروج ليوما فليل?
bghit nakhroj lyom flil,i would like to go out tonight,بغيت ناخروج ليوم فليل
la machi fikra mazyana,it is not a good idea,لا ماشي فيكرا مازيانا
"la, choukran 3ayan bazzaf",no thanks i am tired already,"لا, شوكران عايان بازّاف"
chno li bghiti ?,what would you like?,شنو لي بغيتي ?
kayn lma oula l3assir,there is water or fruit juices,كاين لما ولا لعاسّير
momkin tzid lglacon 3afak?,"can you add some ice cubes, please?",مومكين تزيد لڭلاكون عافاك?
momkin ta3tini mouss 3afak?,"can i have a knife, please?",مومكين تاعتيني موسّ عافاك?
wach hada taba9 s5on?,is it a warm dish?,واش هادا تاباق سخون?
"ah, was5oun bzzaf !","yes, very hot also!","أه, واسخون بزّاف !"
"t3atel lwa9t, 5asni namchi","it's late, i have to go!","تعاتل لواقت, خاسني نامشي"
wach 3andek ra9m tilifoun,do you have a phone number?,واش عاندك راقم تيليفون
dawazt m3ak wa9t zwin,i had a lovely time,داوازت معاك واقت زوين
ch7al tiki lmdina 3afak?,how much is a ticket to the city?,شحال تيكي لمدينا عافاك?
imta kayamchi tran lmdina?,when does the train for the city leave?,إمتا كايامشي تران لمدينا?
3andak chi bit 5awi?,do you have a room available?,عانداك شي بيت خاوي?
fin kayen biti aafak?,"where is my room, please?",فين كاين بيتي افاك?
sansour 3ala lisar dialek,the elevator is on your left,سانسور عالا ليسار ديالك
sansour 3ala liman dialek,the elevator is on your right,سانسور عالا ليمان ديالك
fay9kini m3a sab3a 3afak,"please, wake me up at seven am",فايقكيني معا سابعا عافاك
wach sara hna 3afak?,"excuse me, is sarah here?",واش سارا هنا عافاك?
wach joulian hna 3afak?,"excuse me, is julien here?",واش جوليان هنا عافاك?
fin na9dar nachri koura?,do you know where i can buy a ball?,فين ناقدار ناشري كورا?
wach 5atar l3ouman hna?,is it dangerous to swim here?,واش خاتار لعومان هنا?
"ah, l3ouman memnou3 hna","yes, it is forbidden to swim here","أه, لعومان ممنوع هنا"
wach t9edri t3awanini 3afak?,"can you help me, please?",واش تقدري تعاوانيني عافاك?
fin na9der nal9a moutarjim?,where could i find an interpreter?,فين ناقدر نالقا موتارجيم?
momkin t3ayti lchi tbib?,"can you call a doctor, please",مومكين تعايتي لشي تبيب?
kon sb3 o koulni,be a lion and eat me,كون سبع أُ كولني
l3in basira olyed 9asira,the eyes see but the hands cannot reach,لعين باسيرا أُليد قاسيرا
ndmat 3la hadik lw9ita,he still regretted that specific moment,ندمات علا هاديك لوقيتا
ma5an5liwkch tjib lkelb dialk,we will not allow you to bring your dog,ماخانخليوكش تجيب لكلب ديالك
t9edit l5edra ou ldessert,i bought fruits and veggies,تقديت لخدرا و لدسّرت
5assni nchri tonobila jdida,i should buy a new car,خاسّني نشري تونوبيلا جديدا
ghanmchi ndir massage lrjliya,i am going to get massage for my feets,غانمشي ندير ماسّاڭ لرجلييا
