darija,eng,darija_ar
3Tini lktab,Give me the book,عطيني لكتاب
ddini lddar,Take me home,الديني لدّار
kankhaf mnnek,I'm afraid of you,كانخاف منّك
kanbghi walidiyya,I love my parents,كانبغي واليدييّا
ta9afat jdida,New cultures,تاقافات جديدا
koulchi 3aref,Everyone knows,كولشي عارف
koulchi frasou,Everyone knows,كولشي فراسو
mabghitch nSedd3k,I don't want to bother you,مابغيتش نصدّعك
ghir chwiyya,Just a little,غير شوييّا
bllati nt2ekked,Let me check,بلّاتي نتءكّد
ghir 8na,Right here,غير هنا
ri7tou khanza,it smells bad,ريحتو خانزا
tfi DDwaw,Switch off the lights,تفي الضواو
mse7 SSebboura,Clean the boared,مسح الصبّورا
achmn Sef7a?,What page?,أشمن صفحا?
rje3 lblaStek,Back to your place,رجع لبلاصتك
3ibad lah,people,عيباد الله
3ibad allah,people,عيباد الله
lah ikhellik,please,الله إخلّيك
lah ikhllik,please,الله إخلّيك
red lbal,pay attention,رد لبال
rdd lbal,pay attention,ردّ لبال
redd lbal,pay attention,ردّ لبال
ha homa,here they are,ها هوما
ewa mohim,anyway,إوا موهيم
ewa lmohim,anyway,إوا لموهيم
ya salam,impressive,يا سالام
3la brra,outside,علا برّا
3la berra,outside,علا برّا
machi mochkil,no worries,ماشي موشكيل
ach glti,what did you say,أش ڭلتي
bl monasaba,by the way,بل موناسابا
bTabi3t l7al,of course,بطابيعت لحال
b7al b7al,either way,بحال بحال
bhal bhal,either way,بهال بهال
3la 9bli,for me,علا قبلي
3la 9ebli,for me,علا قبلي
3la 9abli,for me,علا قابلي
jat m3ak,it suits you,جات معاك
ja m3ak,it suits you,جا معاك
3ll a9all,at least,علّ أقالّ
3ell a9all,at least,علّ أقالّ
7tta fikra,no idea,حتّا فيكرا
adna fikra,no idea,أدنا فيكرا
ila akhirih,etc,إلا أخيريه
moul dar,husband,مول دار
moulat dar,wife,مولات دار
7ass brasou,arrogant,حاسّ براسو
7ass braso,arrogant,حاسّ براسو
ch7al hada,a while ago,شحال هادا
ch7al hadi,a while ago,شحال هادي
Sba7 lkhir,good morning,صباح لخير
3la ghfla,suddenly,علا غفلا
3la ghefla,suddenly,علا غفلا
3la ghafla,suddenly,علا غافلا
msa lkhir,good evening,مسا لخير
Tri9 ssalama,have a nice trip,طريق السالاما
Tri9 salama,have a nice trip,طريق سالاما
afin akhona,how are you brother,أفين أخونا
afen akhona,how are you brother,أفن أخونا
afen akhouna,how are you brother,أفن أخونا
sm7 lia,sorry,سمح ليا
sme7 lia,sorry,سمح ليا
sma7 lia,sorry,سماح ليا
maykon bas,good recovery,مايكون باس
mykon bas,good recovery,ميكون باس
maykon bass,good recovery,مايكون باسّ
allah iyesser,good luck,الله إيسّر
lah iyesser,good luck,الله إيسّر
ajarakom allah,my condolences,أجاراكوم الله
ajarakoum lah,my condolences,أجاراكوم الله
ajarakom lah,my condolences,أجاراكوم الله
allah ir7mo,god have mercy on him,الله إرحمو
lah ire7mo,god have mercy on him,الله إرحمو
allah ire7mo,god have mercy on him,الله إرحمو
rdd lbal,be careful,ردّ لبال
redd lbal,be careful,ردّ لبال
hadchi fchkel,this is weird,هادشي فشكل
safi nsa,never mind,سافي نسا
mrra khra,next time,مرّا خرا
merra khra,next time,مرّا خرا
8Dra khawya,nonsense,هضرا خاويا
hdra khawya,nonsense,هدرا خاويا
wach bSS7,really,واش بصّح
wach bSSe7,really,واش بصّح
hani jay,I will be back,هاني جاي
8ani jay,I will be back,هاني جاي
ch7al fsa3a,what time is it,شحال فساعا
3lach lla,why not,علاش اللا
3lach la,why not,علاش لا
wach nta,are you,واش نتا
wach t9dr,can you,واش تقدر
ach kayn,what is wrong,أش كاين
ach kayen,what is wrong,أش كاين
kolla nhar,every day,كولّا نهار
kolla n8ar,every day,كولّا نهار
lli fat,past,اللي فات
ghayr 3adi,unusual,غاير عادي
3ndo 9ima,valuable,عندو قيما
3endo 9ima,valuable,عندو قيما
3ndo 9yma,valuable,عندو قيما
3la ghfla,sudden,علا غفلا
3la ghefla,sudden,علا غفلا
3la ghafla,sudden,علا غافلا
dyal DDo,electric,ديال الضو
w9t kaml,full-time,وقت كامل
we9t kaml,full-time,وقت كامل
wa9t kaml,full-time,واقت كامل
dyal lm3da,gastric,ديال لمعدا
dyal lme3da,gastric,ديال لمعدا
dyal lma3da,gastric,ديال لماعدا
momkin it9arn,comparable,مومكين إتقارن
momkin it9aren,comparable,مومكين إتقارن
fayt l9yas,excessive,فايت لقياس
fayet l9yas,excessive,فايت لقياس
3llmada l9aSir,short-term,علّمادا لقاصير
a9all 7edd,minimal,أقالّ حدّ
a9all 7add,minimal,أقالّ حادّ
ma3ndo a8ammia,irrelevant,ماعندو أهامّيا
ma3ndoch a8ammia,irrelevant,ماعندوش أهامّيا
3ndo a8ammia,relevant,عندو أهامّيا
3ando a8ammia,relevant,عاندو أهامّيا
ma3ndo 9ima,useless,ماعندو قيما
ma3ndoch 9ima,useless,ماعندوش قيما
ma3ndouch 9ima,useless,ماعندوش قيما
3ndo 9ima,worthy,عندو قيما
3endo 9ima,worthy,عندو قيما
3ndo zz8er,lucky,عندو الزهر
3endo zzher,lucky,عندو الزهر
3ndo zzhar,lucky,عندو الزهار
9aDi lgharad,satisfactory,قاضي لغاراد
mchkok fih,doubtful,مشكوك فيه
mchkouk fih,doubtful,مشكوك فيه
maymknch tyye98a,incredible,مايمكنش تيّقها
maymknch tyye9ha,incredible,مايمكنش تيّقها
dayr ttaman,costly,داير التامان
mntachr bzzaf,large-scale,منتاشر بزّاف
mntacher bzzaf,large-scale,منتاشر بزّاف
t7t larD,underground,تحت لارض
te7t larD,underground,تحت لارض
ta7t larD,underground,تاحت لارض
3ndo m3na,meaningful,عندو معنا
3endo ma3na,meaningful,عندو ماعنا
3ando ma3na,meaningful,عاندو ماعنا
3endo me3na,meaningful,عندو معنا
fih SSda3,noisy,فيه الصداع
fih Sda3,noisy,فيه صداع
fih DDajij,noisy,فيه الضاجيج
fih Dajij,noisy,فيه ضاجيج
fih ddajij,noisy,فيه الداجيج
3ndo lmana3a,immune,عندو لماناعا
3endo lmana3a,immune,عندو لماناعا
ma3ndo m3na,absurd,ماعندو معنا
ma3endo me3na,absurd,ماعندو معنا
ghayr msbou9,unprecedented,غاير مسبوق
ghayr masbou9,unprecedented,غاير ماسبوق
ma3ndo taman,invaluable,ماعندو تامان
ma3ando taman,invaluable,ماعاندو تامان
9bl lwe9t,premature,قبل لوقت
9bel lwe9t,premature,قبل لوقت
9bel lwa9t,premature,قبل لواقت
mabghah 7dd,unwanted,مابغاه حدّ
mabghah 7edd,unwanted,مابغاه حدّ
makayn bas,no worries,ماكاين باس
ma3ndi mangol,perfect,ماعندي مانڭول
ma3nedi mangol,perfect,ماعندي مانڭول
ma3ndi mangoul,perfect,ماعندي مانڭول
dakchi 3lach,that's why,داكشي علاش
kolla ch8r,monthly,كولّا شهر
kolla ch8er,monthly,كولّا شهر
kolla ch8ar,monthly,كولّا شهار
kolla nhar,daily,كولّا نهار
kola nhar,daily,كولا نهار
kolla 3am,yearly,كولّا عام
kola 3am,yearly,كولا عام
kolla simana,weekly,كولّا سيمانا
kola simana,weekly,كولا سيمانا
kolla sa3a,hourly,كولّا ساعا
kola sa3a,hourly,كولا ساعا
kolla mrra,each time,كولّا مرّا
kola mrra,each time,كولا مرّا
Trofa sghar,smithereens,طروفا سغار
ila l2abad,forever,إلا لأباد
fhad tawakhir,lately,فهاد تاواخير
bayna ll3wer,crystal clear,باينا اللعور
Darb chch3a,impressive,ضارب الشعا
sir waji,back and forth,سير واجي
charb bloulou,mature,شارب بلولو
kayna lm3na,worthwhile,كاينا لمعنا
labas 3lih,wealthy,لاباس عليه
fiha inna,suspicious,فيها إنّا
howa howa,unchanged,هووا هووا
hir 3llah,arbitrary,هير علّاه
fog chchb3a,superfluous,فوڭ الشبعا
3ndo fiddih,talented,عندو فيدّيه
zaz louz,nice-looking,زاز لوز
chchan TTan,quickly,الشان الطان
bi8 fi8,quickly,بيه فيه
kay9r9bo nnab,chew the rag,كايقرقبو الناب
9r9b nnab,chew the fat,قرقب الناب
rbeT sslogyya,stop lying,ربط السلوڭيّا
mcha fiha,he's screwed,مشا فيها
lah imskhek,shame on you,الله إمسخك
ferge3 remmana,spills the beans,فرڭع رمّانا
hadchi msllkni,that suits me,هادشي مسلّكني
3la 7sabk,it's on you,علا حسابك
b3d ghdda,the day after tomorrow,بعد غدّا
ba3d ghdda,the day after tomorrow,باعد غدّا
be3d ghdda,the day after tomorrow,بعد غدّا
ch8er wahd,january,شهر واهد
ch8ar wahd,january,شهار واهد
ch8r wa7d,january,شهر واحد
ch8er wa7d,january,شهر واحد
ch8er jouj,february,شهر جوج
ch8ar jouj,february,شهار جوج
ch8r jouj,february,شهر جوج
ch8er joj,february,شهر جوج
ch8er tlata,march,شهر تلاتا
ch8ar tlata,march,شهار تلاتا
ch8r tlata,march,شهر تلاتا
ch8er rb3a,april,شهر ربعا
ch8ar rb3a,april,شهار ربعا
ch8r rb3a,april,شهر ربعا
ch8er reb3a,april,شهر ربعا
ch8er khmsa,may,شهر خمسا
ch8ar khmsa,may,شهار خمسا
ch8r khmsa,may,شهر خمسا
ch8er khamsa,may,شهر خامسا
ch8er stta,june,شهر ستّا
ch8ar stta,june,شهار ستّا
ch8r stta,june,شهر ستّا
ch8er setta,june,شهر ستّا
ch8er sb3a,july,شهر سبعا
ch8ar sb3a,july,شهار سبعا
ch8r sb3a,july,شهر سبعا
ch8er seb3a,july,شهر سبعا
ch8er tmnia,august,شهر تمنيا
ch8ar tmnia,august,شهار تمنيا
ch8r tmnia,august,شهر تمنيا
ch8er tmenia,august,شهر تمنيا
ch8er ts3oud,september,شهر تسعود
ch8ar ts3oud,september,شهار تسعود
ch8r ts3oud,september,شهر تسعود
ch8er ts3eud,september,شهر تسعود
ch8er 3chra,october,شهر عشرا
ch8ar 3chra,october,شهار عشرا
ch8r 3chra,october,شهر عشرا
ch8er 3echra,october,شهر عشرا
ch8er 7Dach,november,شهر حضاش
ch8ar 7Dach,november,شهار حضاش
ch8r 7Dach,november,شهر حضاش
ch8er Tnach,december,شهر طناش
ch8ar Tnach,december,شهار طناش
ch8r Tnach,december,شهر طناش
li fat,past,لي فات
o 9sem,five past,أُ قسم
o 9smayn,ten past,أُ قسماين
o rb3,quarter past,أُ ربع
o ness,half past,أُ نسّ
9ll toulout,twenty to,قلّ تولوت
9ll tolot,twenty to,قلّ تولوت
9ll 9smayn,ten to,قلّ قسماين
9ll 9sm,five to,قلّ قسم
wst nhar,midday,وست نهار
nss sa3a,half an hour,نسّ ساعا
ness sa3a,half an hour,نسّ ساعا
robo3 sa3a,quarter of an hour,روبوع ساعا
rba3 sa3a,quarter of an hour,رباع ساعا
tolot sa3a,twenty minutes,تولوت ساعا
tolout sa3a,twenty minutes,تولوت ساعا
lay3miha lik,i warn you,لايعميها ليك
kimmakan l7al,anyway,كيمّاكان لحال
kimakan l7al,anyway,كيماكان لحال
9aws 9oza7,rainbow,قاوس قوزاح
fog chchb3a,extra,فوڭ الشبعا
dyal lmchkhara,ridiculous,ديال لمشخارا
dyal lmechkhara,ridiculous,ديال لمشخارا
chchann TTann,swiftly,الشانّ الطانّ
8rrbo lia,blow my mind,هرّبو ليا
Dbber 3la,found,ضبّر علا
khrrej 3inih,stare,خرّج عينيه
lays3d lmasa,good evening,لايسعد لماسا
fri3 rass,distubance,فريع راسّ
sda3 rass,distubance,سداع راسّ
mafih maytchaf,really bad,مافيه مايتشاف
mafih maytlbbe9,really bad,مافيه مايتلبّق
lays3d SSaba7,good morning,لايسعد الصاباح
lays3d Saba7,good morning,لايسعد صاباح
lays3d lmasa,good night,لايسعد لماسا
hreb lih,he lost his mind,هرب ليه
8reb lih,he lost his mind,هرب ليه
8reb li8,he lost his mind,هرب ليه
hreb li8,he lost his mind,هرب ليه
9chchabto was3a,He has a good sense of humor,قشّابتو واسعا
9chabto was3a,He has a good sense of humor,قشابتو واسعا
9echabto was3a,He has a good sense of humor,قشابتو واسعا
9echchabto was3a,He has a good sense of humor,قشّابتو واسعا
tta zfta,anything,التا زفتا
7tta zfta,anything,حتّا زفتا
wash 3andkom...?,do you have...?,واسه عاندكوم...?
hlow bzzaf,it is too sweet,هلوو بزّاف
hada sa7bi,this is my friend,هادا ساحبي
hadi sa7ebti,this is my friend,هادي ساحبتي
twa7sht familti,i miss my family,تواحسهت فاميلتي
jnanat zwinin,the fields are beautiful,جنانات زوينين
jani lbrd,i feel cold,جاني لبرد
3afak 3tini...,please give me...,عافاك عتيني...
bsh7al hada...?,how much is that...?,بسهحال هادا...?
bsh7al hadi...?,how much is that...?,بسهحال هادي...?
ghali bzzaf,too expensive,غالي بزّاف
majash m3aya,it doesn't kit,ماجاسه معايا
mabghitsh hada,i don't want this one,مابغيتسه هادا
bghit nsift...,i want to send...,بغيت نسيفت...
ana mrid,i am sick,أنا مريد
ana mrida,i am sick,أنا مريدا
tan7as bl3ya,i feel tired,تانحاس بلعيا
darni rasi,i have a headache,دارني راسي
karshi tadrni,my stomach hurts,كارسهي تادرني
bash tat7as?,how do you feel?,باسه تاتحاس?
bghit manta,i want a blanket,بغيت مانتا
bghit ndewech,i want to take a shower,بغيت ندوش
ana mrid,i'm sick,أنا مريد
ana mrida,i'm sick,أنا مريدا
briti chwiya?,do you feel better?,بريتي شوييا?
bchwiya 3afak,slowly please,بشوييا عافاك
3awd 3afak,repeat please,عاود عافاك
3awdi 3afak,repeat please,عاودي عافاك
achnou glti?,what did you say?,أشنو ڭلتي?
mi ma5ddamach,my mom doesn‟t work,مي ماخدّاماش
hada ktab,this is a book,هادا كتاب
7ssit blbrd,i felt cold,حسّيت بلبرد
kana5dam hna,i work here,كاناخدام هنا
kan5admo hna,we work here,كانخادمو هنا
"ayah, tab3an","yes, sure!","أياه, تابعان"
asmit hada?,what's this called?,أسميت هادا?
hadi tabla,it's a table,هادي تابلا
ana m3atal,i am late,أنا معاتال
ana m3atla,i am late,أنا معاتلا
fin ghadia?,where would you like to go?,فين غاديا?
ghadia lfondo9,i'm going to the hotel,غاديا لفوندوق
"la, 9rib",no it's close,"لا, قريب"
b3aid chwiya,yes it's a little bit further away,بعايد شوييا
kayn nichan,it's straight on,كاين نيشان
kayn hna,it's right here,كاين هنا
khoud wa9tak,take your time,خود واقتاك
ana farhan,i am happy,أنا فارهان
ana m9ala9,i am sad,أنا مقالاق
fiya lbard,i am cold,فييا لبارد
fiya sahd,i am hot,فييا ساهد
kbir bazzaf,it's too big,كبير بازّاف
s5ir bazzaf,it's too small,سخير بازّاف
wa nadi,it's perfect,وا نادي
fikra mazyana,it is a good idea,فيكرا مازيانا
ba5i nachat,i want to have fun,باخي ناشات
ba5ya nachat,i want to have fun,باخيا ناشات
ba5i narta7,i want to rest,باخي نارتاح
kanl3ab tinnis,i play tennis,كانلعاب تينّيس
bkol fara7,with pleasure,بكول فاراح
"walou, choukran","nothing, thanks","والو, شوكران"
la7sab 3afak,can we have the bill please?,لاحساب عافاك
3arda 3lik,it's on me,عاردا عليك
7ta ana,me too,حتا أنا
kanskon hna,this is my address,كانسكون هنا
ntla9aw 5adda,see you tomorrow,نتلاقاو خادّا
bch7al lila?,how much is it for a night?,بشحال ليلا?
"ayah, ma3eloum","yes, of course","أياه, ماعلوم"
kayn sansour?,is there a lift?,كاين سانسور?
ssarout 3afak,"the key, please",الساروت عافاك
"ah, hahoma","yes, here you are","أه, هاهوما"
"la, kharjat",she's out,"لا, خارجات"
hiya fdarha,she is at home,هييا فدارها
ach w9a3?,what happened?,أش وقاع?
ba3ed mni,leave me alone!,باعد مني
sir f7alek,go away!,سير فحالك
ssara7a ra7a,frankness is peace of mind,الساراحا راحا
rebit kelb,i adopted a dog,ربيت كلب
7essent che3ri,i got a haircut,حسّنت شعري
syebt tilifouni,i fixed my phone,سيبت تيليفوني
telfaza 5essrat,the tv broke down,تلفازا خسّرات
jebt lpermis,i succeeding at getting my driving license,جبت لپرميس
s9et flmti7an,i failed the exam,سقت فلمتيحان
lbger khanz,cows are smelly,لبڭر خانز
anmchi nakol,i'm going to eat,أنمشي ناكول
ma3ndich chahia,i have no appetite,ماعنديش شاهيا
anakoul dissir,i'll have some fruits,أناكول ديسّير
kanmout blbrd,i'm freezing,كانموت بلبرد
dehri ki7ekni,my back is itchy,دهري كيحكني
hadche wa3r,this is so cool,هادش واعر
3inia mnfoukhin,my eyes are so puffy,عينيا منفوخين
tchehit lb5rir/msemen,i'm craving moroccan pancakes,تشهيت لبخرير/مسمن
tchehit choklat,i'm craving some chocolate,تشهيت شوكلات
twe7cht mdinti,i miss my hometown,توحشت مدينتي
anch3l chm3a,i'm lighting a candle,أنشعل شمعا
yallah kidewecht,i just took a shower,يالّاه كيدوشت
3yit bezzaf,i'm so tired,عييت بزّاف
wedert swarti,i lost my keys,ودرت سوارتي
lkezz lyouma,it's very cold today,لكزّ ليوما
sma safya,the sky is so clear,سما سافيا
telephoni tchfer,my phone got stolen,تلپهوني تشفر
3inya ki7r9ouni,my eyes are burning,عينيا كيحرقوني
cheghlek hadak,it's up to you,شغلك هاداك
andriha daba,i'll do it right away,أندريها دابا
5assni mdel,i need an umbrella,خاسّني مدل
andik m3aya,i'm taking you with me,أنديك معايا
twe7cht 3chiri,i miss my best friend,توحشت عشيري
tl3 lfo9,go up...,تلع لفوق
sir nichan,go straight ahead,سير نيشان
ja 7da...,it's next to...,جا حدا...
kan3tadr 3la...,i apologize for...,كانعتادر علا...
ana 5abiy,how stupid thoughtless of me,أنا خابيي
ma39ltch sara7a,i can't remember off the top of my head,ماعقلتش ساراحا
chkoun 3ref,who knows?,شكون عرف
safi nsa,forget about it,سافي نسا
safi hanya,that's all right,سافي هانيا
machi mouchkil,it doesn't matter,ماشي موشكيل
matra walou,no harm done,ماترا والو
nsa safi,never mind,نسا سافي
la chokran,"no, thanks",لا شوكران
kay3jebna oustadna,we like our teacher,كايعجبنا وستادنا
3awn rassek,you should help yourself,عاون راسّك
makay9rich lmaths,he doesn't teach math,ماكايقريش لماتهس
rje3t lbiti,i went back to bedroom,رجعت لبيتي
fin saken,where do you live?,فين ساكن
twe7echt s7abi,i miss my friends,توحشت سحابي
3ynih kibriw,his eyes were glazed over,عينيه كيبريو
5lini nchouf,let me see!,خليني نشوف
mafhmech nokta,he can't take the joke,مافهمش نوكتا
5an7el lbab,i will open the door,خانحل لباب
3jbatou 9rayti,he found my lecture very interesting,عجباتو قرايتي
rkebt ftbiss,i get on the bus,ركبت فتبيسّ
mat7elch lbab,don't open the door!,ماتحلش لباب
be3ed meni,get away from me!,بعد مني
5assek tcalma,you need to calm down,خاسّك تكالما
kat3jebni chta,i love rain,كاتعجبني شتا
lpc s5en,the laptop became warm,لپك سخن
3jebna lfilm,we liked the movie,عجبنا لفيلم
hadchi kdoub,that is fake news,هادشي كدوب
kighadi youmek?,how's your day going so far?,كيغادي يومك?
saferti mou2a5aran?,have you traveled recently?,سافرتي موأخاران?
ghadin lparc,they're going to the park,غادين لپارك
lembouteillage ktir,the traffic is quite heavy,لمبوتيلّاڭ كتير
kayt3elem lyoga,he's taking a yoga class,كايتعلم ليوڭا
kay9ad bchklito,he's fixing his bicycle,كايقاد بشكليتو
chta bdat,the rain is starting to fall,شتا بدات
kayseb5ou salon,they're painting the living room,كايسبخو سالون
kayziynou bithom,they're redecorating their bedroom,كايزيينو بيتهوم
kayblaniw l7efla,they're planning a party,كايبلانيو لحفلا
kay3awdou couzinthom,they're renovating their kitchen,كايعاودو كوزينتهوم
katkeb fljournal,she's writing in her journal,كاتكب فلجورنال
kayti7 telj,the snow is falling softly,كايتيح تلج
kat5yet 7wayjha,she's sewing her own clothes,كاتخيت حوايجها
lmouch na3ess,the cat is napping,لموش ناعسّ
katchte7 fchta,she's dancing in the rain,كاتشتح فشتا
kaychriw l7wayj,they're shopping for clothes,كايشريو لحوايج
kayl3eb chetranj,he's playing chess,كايلعب شترانج
kant3lem sbanyoliya,i'm studying spanish,كانتعلم سبانيولييا
katayeb spaghetti,she's cooking pasta,كاتايب سپاغتّي
katchte7 fsalon,she's dancing in the living room,كاتشتح فسالون
mal9itch beztami,i can't find my wallet,مالقيتش بزتامي
3layach kaydwi,what's it about?,علاياش كايدوي
kijatek tjriba,how was the experience?,كيجاتك تجريبا
kay3jebni tswar,i'm into photography,كايعجبني تسوار
5an3awed partamti,i'm renovating my apartment,خانعاود پارتامتي
ah nadya,"yes, it's so good",أه ناديا
raha mounasaba,it's a special occasion after all,راها موناسابا
3jbatni hadi,sounds intriguing!,عجباتني هادي
fikra msiana,that sounds like a fantastic idea,فيكرا مسيانا
blan nadi,that's a great plan,بلان نادي
