darija,eng,darija_ar
wach machi 7ssen annana nfkkro fchi haja ijabia o katnchcheT,Would it not be better if we think about something positive and fun?,واش ماشي حسّن أنّانا نفكّرو فشي حاجة إجابيا أُ كاتنشّط
dowezt wahd nhar mafih maytchaf.,I had a really bad day.,دووزت واهد نهار مافيه مايتشاف.
wach wakha tkhelli lkhdma flkhdma?,Can you just leave work at work?,واش واخا تخلّي لخدما فلخدما?
anchofk mn b3d o gollia ach l9iti,I will see you later and you can tell me what you've found,أنشوفك من بعد أُ ڭولّيا أش لقيتي
o dikssa3 khdit ssansour bach n9essi,And then I took the elevator to eat,أُ ديكسّاع خديت السانسور باش نقسّي
3ndi chwia tlma ala biti.,I've got some water if you want.,عندي شويا تلما ألا بيتي.
l7al kayskhon 8naya o ghaliban ba9i khssna tsnnaw chi 15 d9i9a khra,It's getting hot in here and we probably have another 15 minutes to wait,لحال كايسخون هنايا أُ غاليبان باقي خسّنا تسنّاو شي 15 دقيقا خرا
kanDenn annho mbloki o ghaybdaw ijerroh llte7t mn daba chwia,I think they know it's stuck and will start winching it down to the floor below soon,كانضنّ أنّهو مبلوكي أُ غايبداو إجرّوه اللتحت من دابا شويا
imken kansme3 chi 7edd kay3iyyeT mn lfou9,I think i can hear someone calling from above us,إمكن كانسمع شي حدّ كايعييّط من لفوق
hani kan7awel nsift message l dak lli khddam m3aya fl biro.,I'm trying to text the co-worker at the desk.,هاني كانحاول نسيفت مسّاڭ ل داك اللي خدّام معايا فل بيرو.
walakin mamti99ench anna hadchi kafi,"But, I'm not sure that's enough",والاكين مامتيقّنش أنّا هادشي كافي
ach ballik ngolo ga3 ghdda nmchiw lchi tfjija,How about we say that tomorrow we go on an excursion,أش بالّيك نڭولو ڭاع غدّا نمشيو لشي تفجيجا
mn b3d nmchiw naklo fchi blaSa flmdina,then we can eat somewhere in town,من بعد نمشيو ناكلو فشي بلاصا فلمدينا
lyoma ghatwerrini kifach maddir tta haja mnghir annak tgles 7da la piscine nnhar kaml,today you can show me how to do nothing but sit by the pool the whole day,ليوما غاتورّيني كيفاش مادّير التا حاجة منغير أنّاك تڭلس حدا لا پيسسين النهار كامل
khllina galsin 8na 7da lapisin,"Let's stay here by the pool, then.",خلّينا ڭالسين هنا حدا لاپيسين
walakin rah n9ddo n3omo chwia,But we can also swim a little,والاكين راه نقدّو نعومو شويا
"m3a dik 100 drhem lli b9at lik fl compte bo7dha, tana hadchi lli tantmenna lik","with only 100dhs left in you bank account, I hope so for you too","معا ديك 100 درهم اللي بقات ليك فل كومپت بوحدها, تانا هادشي اللي تانتمنّا ليك"
hadi lmerra ttalta lli kaykhsr fiha ssansour had joj simanat llkhrin,This is the third time the lift has broken in the last two weeks.,هادي لمرّا التالتا اللي كايخسر فيها السانسور هاد جوج سيمانات اللخرين
ana frasi glt lik thder m3a lwalida dyalk?,I thought I asked you to speak to your mom?,أنا فراسي ڭلت ليك تهدر معا لواليدا ديالك?
flblaSa hdrt m3ahom fach gltiha lia,I immediately contacted them when you told me about it.,فلبلاصا هدرت معاهوم فاش ڭلتيها ليا
frasi kayn chi 7edd jdid 8na,I know that there is someone new in here,فراسي كاين شي حدّ جديد هنا
"hir nkhrjo mn ssansour, ghantwaSl m3ahom","As soon as we get out of the elevator, I'm gonna get in touch with them","هير نخرجو من السانسور, غانتواصل معاهوم"
"lfikra hia nchofo ach ddar, o nfhmo 3lach ssansour khsr mrra khra","The idea is to see what was done, and to understand why the elevator broke down again","لفيكرا هيا نشوفو أش الدار, أُ نفهمو علاش السانسور خسر مرّا خرا"
"ala kan hoa lli Sifto bach iSawbo, i9der tkon chi haja sa8la","If he's the one they sent to repair it, it might be something simple","ألا كان هوا اللي صيفتو باش إصاوبو, إقدر تكون شي حاجة ساهلا"
akhir mrra 7awlt b tilifoni walakin makanch ssinyal o dak l boton dyal lalarm makhdmch,Last time I tried my phone but there is no signal and the alarm button didn't work.,أخير مرّا حاولت ب تيليفوني والاكين ماكانش السينيال أُ داك ل بوتون ديال لالارم ماخدمش
aji njerrbo l boutoun t lalarm.,Let's try the alarm button.,أجي نجرّبو ل بوتون ت لالارم.
"ok, rah wrrekt 3lih o makanch SSot. njerrebo lghwat?","OK, I've pressed it and there is no sound. Shall we try shouting?","أُك, راه ورّكت عليه أُ ماكانش الصوت. نجرّبو لغوات?"
"awddi, mn wahd nna7ia, ah.","Well, in a way, yes.","أودّي, من واهد الناحيا, أه."
walakin machi hadchi lli 9Sedt,But that's not what I meant,والاكين ماشي هادشي اللي قصدت
chfti wach tilifonk chedd rrizo?,Did you see if your phone picked up the network?,شفتي واش تيليفونك شدّ الريزو?
3ndi secretaire lli taddir hadchi.,I have an assistant to do that.,عندي سكرتاير اللي تادّير هادشي.
ewa rah ghykhssna ntsnnaw chi 7edd bach iSawbo,"Well, we're gonna have to wait for someone to repair it",إوا راه غيخسّنا نتسنّاو شي حدّ باش إصاوبو
"wayeh, walakin ach ballik nmchiw ntmtt3o bchmicha fblaSa khra?","yeah, but how about we go and enjoy the sun elsewhere?","وايه, والاكين أش بالّيك نمشيو نتمتّعو بشميشا فبلاصا خرا?"
"wakha, walakin makrehtch nzid nrta7 wahd chwia.","Okay, but I'd like to rest for a few more minutes.","واخا, والاكين ماكرهتش نزيد نرتاح واهد شويا."
fin bghiti tmchi mn b3d?,Where would you like to go next?,فين بغيتي تمشي من بعد?
sm3t annak t9dr tchof chi Twyyrat ghzalin ala kan 3ndk zzher,I hear you can even get to see some beautiful birds if you're lucky,سمعت أنّاك تقدر تشوف شي طويّرات غزالين ألا كان عندك الزهر
o kayballik n9dro ntsaT7o m3a chi 7ayawanat?,And you think we can run into other animals?,أُ كايبالّيك نقدرو نتساطحو معا شي حاياوانات?
kaynin ssbou3a o nnmoura fhad lblaSa,there are lions and tigers in the area,كاينين السبوعا أُ النمورا فهاد لبلاصا
kantsnna hir imta n3ref ach mora had l7iT,I can't wait to find out what's behind this wall,كانتسنّا هير إمتا نعرف أش مورا هاد لحيط
dayra b7al chi tilifon fl7iT,It looks like some kind of telephone on the wall.,دايرا بحال شي تيليفون فلحيط
"ok, daba nchof wach hadchi bSSe7","Okay, I'll see if that's right","أُك, دابا نشوف واش هادشي بصّح"
imken tchouf f tilifon dyalk.,Maybe you could look at your cell phone.,إمكن تشوف ف تيليفون ديالك.
imkn ma3dnach nfs charika tl ittiSalat,We may not have the same operator.,إمكن ماعدناش نفس شاريكا تل إتّيصالات
"mohim, fi3lan, had lboutoun l7mr lkbir kayban zwin","Well, indeed, this big red button looks good","موهيم, فيعلان, هاد لبوتون لحمر لكبير كايبان زوين"
mttaf9 annani khss nwrrek 3lih?,Do you agree that I should press it?,متّافق أنّاني خسّ نورّك عليه?
"kaySoni 7tta wgef, o matanDennch chi wahd ghayjawbna.","The ringing stopped, and I don't think anyone's gonna answer us.","كايصوني حتّا وڭف, أُ ماتانضنّش شي واهد غايجاوبنا."
wach kat3atbni ana 3la hadchi?,Are you blaming me for this?,واش كاتعاتبني أنا علا هادشي?
makankhllsekch bach tb9a hi wagf tmma.,I don't pay you to just stand there.,ماكانخلّسكش باش تبقا هي واڭف تمّا.
kan7ess b7ala makayn 7tta sinyal 8na.,I feel like there's no signal here.,كانحسّ بحالا ماكاين حتّا سينيال هنا.
ghadi n9der ndwwez chi mokalama.,I'm not gonna be able to make a phone call.,غادي نقدر ندوّز شي موكالاما.
"fach kanchouf f flfla khdra, katwlli flfla 7mra","When I look at a green pepper, it becomes a red pepper","فاش كانشوف ف فلفلا خدرا, كاتولّي فلفلا حمرا"
wakha tchr7 lia 3afak ach kat3ni b '3adi'?,Can you please explain what you mean by 'normal'?,واخا تشرح ليا عافاك أش كاتعني ب 'عادي'?
walakin had llwan kayb9aw wahd l3adad dyal sswaye3,But these colors can last several hours,والاكين هاد اللوان كايبقاو واهد لعاداد ديال السوايع
o hadchi mo7rij 7it ana lli mkllef bddo l7mr,And it's very embarrassing because I'm in charge of the traffic lights,أُ هادشي موحريج حيت أنا اللي مكلّف بدّو لحمر
wach katDenn hadchi jay mn TTofoula dyali?,Do you think this is from my childhood?,واش كاتضنّ هادشي جاي من الطوفولا ديالي?
ch7al kan f3mrek fach bditi katchouf l7mer olkhDer mjmou3in?,How old were you when you started seeing red and green together?,شحال كان فعمرك فاش بديتي كاتشوف لحمر أُلخضر مجموعين?
wach had lmochkil 9dim f3a2iltkom?,Is there a history of this problem in your family?,واش هاد لموشكيل قديم فعاإلتكوم?
knt kanchouf hadchi lmoddat khms snin,I've been seeing this for five years,كنت كانشوف هادشي لمودّات خمس سنين
mafrassi tta 7ala b7al hakka f3a2ilti,I don't know any similar problems in my family,مافراسّي التا حالا بحال هاكّا فعاإلتي
"ma3ada imken bbat jddi, walakin kan kaychrb bzzaf","Except maybe my great grandfather, but he drank a lot","ماعادا إمكن البات جدّي, والاكين كان كايشرب بزّاف"
Lah ikhlf 3lik assi Bojm3a,"Thank you, Mr Bojm3a",الله إخلف عليك أسّي بوجمعا
kayna chi haja khra bghiti tswwlni 3liha?,Is there anything else you wish to ask me?,كاينا شي حاجة خرا بغيتي تسوّلني عليها?
wach hadchi khaTir a doctour?,"Is it serious, Doctor?",واش هادشي خاطير أ دوكتور?
"fach kanchouf lkhDr, kanchof l7mer tahoa","when I see green, I see red too","فاش كانشوف لخضر, كانشوف لحمر تاهوا"
"daba gollia, 3lach jiti tchofni had l3chia?","Now, tell me, why have you come to see me this afternoon?","دابا ڭولّيا, علاش جيتي تشوفني هاد لعشيا?"
klat tlata t jjranat o joj brbbochat,she ate three frogs and two snails,كلات تلاتا ت الجرانات أُ جوج بربّوشات
"Sba7 nnour ssi Hamid, ach kat3awd had SSba7?","Good morning Mr Hamid, how are you feeling this morning?","صباح النور السي هاميد, أش كاتعاود هاد الصباح?"
"fach ghankhrjo mn Tri9, ghanmchiw l sikteur dyal l7ayawanat","As soon as we get out of the way, we'll go into wild beasts territory","فاش غانخرجو من طريق, غانمشيو ل سيكتور ديال لحاياوانات"
"3ad zid, m3a lghoroub, w9t mitali bach ntsaT7o m3a chi dib ola dobb!","Besides, with the sun setting, it's the perfect time to run into a wolf or a bear!","عاد زيد, معا لغوروب, وقت ميتالي باش نتساطحو معا شي ديب أُلا دوبّ!"
7da lwad ghatkon l9adia aamina kter,By the river it'll be safer,حدا لواد غاتكون لقاديا امينا كتر
"reddo lbal, rah kaynin jjdoura finmma mchiti","Careful, there's roots everywhere","ردّو لبال, راه كاينين الجدورا فينمّا مشيتي"
"3reft, mahzzitch a7san SbbaT lb7al had lblayS","I know, I haven't got the best shoes on for this kind of terrain","عرفت, ماهزّيتش أحسان صبّاط لبحال هاد لبلايص"
"aha, kan7ess b7ala t9der tchouf lwad lte7t","Ah, I feel like you can see the river below","أها, كانحسّ بحالا تقدر تشوف لواد لتحت"
"ah, imken nzlo mn had jiha","Yeah, we can try to go down that way","أه, إمكن نزلو من هاد جيها"
"ghaykhess tkhellina noslo lwad, o rah lwad dayz mn l vilaj","It should allow us to join the river, and the river runs towards the village","غايخسّ تخلّينا نوسلو لواد, أُ راه لواد دايز من ل ڤيلاج"
